dataset,record_id,record_id_suffix,title,abstract,framework,a13b_decision,a13b_tier,a13b_p_include,a13b_ecs_final,a13b_confidence,verdict,reason
Cohen_CalciumChannelBlockers,pubmed:8590792,pubmed:8590792,Hypertension and non-insulin-dependent diabetes. A comparison between an angiotensin-converting enzyme inhibitor and a calcium antagonist.,"The effects of the angiotensin-converting enzyme lisinopril were compared with those of the calcium antagonist nifedipine in 162 non-insulin-dependent diabetic hypertensive patients for a 24-week period. In 83 and 79 patients, respectively, lisinopril and slow-release nifedipine produced similar reductions in blood pressure (systolic/diastolic: -16/-13 mmHg supine and -14/-11 mmHg standing after lisinopril; -15/-12 mmHg supine and -14/-11 mmHg standing nifedipine). Fasting and post-prandial plasma glucose, glycosylated haemoglobin and plasma lipids appeared to be unaffected by either agent. Also, 28% of the patients on lisinopril and 30% of those on nifedipine presented microalbuminuria. Both drugs induced a reduction in the albumin excretion rate (AER). The geometric mean x:tolerance factor of the reduction in AER among the 23 microalbuminuric patients on lisinopril (-10.0 x:1.3 micrograms/min) was greater, though not significantly so, than that observed in the 26 on nifedipine (-0.9 x 1.2 micrograms/min). Moreover, lisinopril appeared to be better tolerated than nifedipine in our study population. Microalbuminuria is an important risk factor for cardiovascular mortality in non-insulin-dependent diabetic patients as well as in the general population. To what extent a reduction in the AER could ameliorate diabetic patients is, at present, unknown. Finally, both lisinopril and nifedipine showed a similar antihypertensive effect in these patients which was not associated with significant differences in plasma glucose, insulin or lipid concentrations. The clinical consequences of the insignificant differences in AER remain unclear.",pico,INCLUDE,1,0.19833193074337285,1.0,0.301270818432713,genuine_fp,"Study population includes non-insulin-dependent diabetic hypertensive patients, which is not explicitly included in the Population criteria and may represent a distinct subgroup not covered by the general hypertension inclusion."
Cohen_ACEInhibitors,pubmed:9081852,pubmed:9081852,The DIAB-HYCAR Study.,"Microalbuminuria and proteinuria are strong independent predictors for increased cardiovascular mortality in non-insulin-dependent diabetic (NIDDM) patients. In such patients, angiotensin converting enzyme (ACE) inhibition improves the evolution of diabetic nephropathy; however, no data are currently available on the effects of such intervention on cardiovascular morbidity and mortality. The aim of the Diab-Hycar study is to test the hypothesis that ACE inhibition with a low daily dose of 1.25 mg ramipril, which has no significant effect on blood pressure, may reduce cardiovascular morbidity and/or mortality in normotensive or hypertensive NIDDM patients with persistent albuminuria. Selected and followed by general practitioners, 4000 patients will receive their usual oral antidiabetic treatment and if necessary antihypertensive treatment (ACE inhibitors excluded). In addition in a randomized, double-blind trial they will be given either a placebo or 1.25 mg ramipril daily. The follow-up is currently scheduled to last 3 years. The efficacy of ACE-inhibition will be assessed by the following major end-points: cardiovascular death, sudden death, myocardial infarction, stroke, renal replacement therapy. The Diab-Hycar study started on 3 February 1995. By 1 September 1995, 11,000 urine samples were tested. The prevalence of persistent albuminuria was 23%, 964 patients were initially included in the study, with 619 eligible patients included soon after. Different strategies have been developed to record cardiovascular events correctly and to minimize the number of patients lost to follow-up.",pico,INCLUDE,1,0.1444623300963485,0.8857675191023606,0.4116002932363642,genuine_fp,"Study uses ramipril 1.25mg, which is below the minimum therapeutic dose specified in the intervention criteria (2.5mg). This violates the 'Intervention' criteria."
Cohen_CalciumChannelBlockers,pubmed:8279372,pubmed:8279372,Comparison of nifedipine gastrointestinal therapeutic system and atenolol on antianginal efficacies and exercise hemodynamic responses in stable angina pectoris.,"A gastrointestinal therapeutic system (GITS) of nifedipine has been developed to provide a once-daily dosing, and predictable, relatively constant plasma concentrations. This study compared the antianginal efficacy of nifedipine GITS with a once-a-day beta-receptor blocker, atenolol. Seventeen patients with documented coronary artery disease and stable stress-induced angina pectoris were studied during a 2-week, single-blind, placebo baseline phase and a 12-week randomized, double-blind, active drug crossover efficacy phase, using the bicycle exercise test and ambulatory electrocardiographic recordings. Patients exercised significantly longer with nifedipine GITS (883 +/- 47 seconds) and atenolol (908 +/- 44 seconds) than with placebo (794 +/- 41 seconds). Nifedipine GITS reduced systolic blood pressure at all stages of exercise compared with placebo but, because heart rate tended to increase more during nifedipine therapy, there was no difference in rate-pressure products between the placebo and nifedipine GITS periods. In contrast, atenolol reduced heart rate, systolic blood pressure and rate-pressure product during exercise compared with placebo. Whereas left ventricular ejection fractions (by radionuclide angiocardiography) increased with exercise, the maximal increase was smaller with atenolol than with placebo and nifedipine. The net increase in left ventricular ejection fraction at the end of exercise was greater with nifedipine than with placebo or atenolol. Ambulatory electrocardiograms showed only a small number of ischemic events. Neither nifedipine GITS nor atenolol reduced the number of ischemic events or total duration of ST-segment deviations significantly. It is concluded that nifedipine GITS is as effective an antianginal agent as atenolol, but the hemodynamic effects of the 2 agents differ.(ABSTRACT TRUNCATED AT 250 WORDS)",pico,INCLUDE,1,0.19838626676058033,1.0,0.2813111359174879,label_error,"Study meets criteria: Population (stable angina), Intervention (nifedipine GITS), Comparator (atenolol), Outcomes (exercise tolerance, hemodynamic responses), and Study Design (randomized, double-blind, crossover). Gold-standard exclusion appears incorrect."
Cohen_CalciumChannelBlockers,pubmed:8151609,pubmed:8151609,Double-blind comparison of amlodipine and nifedipine retard in the treatment of mild to moderate hypertension.,"The efficacy and safety profiles of amlodipine (5-10 mg once daily) and nifedipine retard (20-40 mg twice daily) were compared in 111 hypertensive patients (sitting DBP in 95-115 mmHg) during eight weeks of treatment in a randomised double-blind parallel group study. BP was measured 22-24 hours after the daily dose of amlodipine and 10-12 hours after a dose of nifedipine retard. Baseline sitting BPs of 175/105 mmHg and 168/104 mmHg were significantly reduced (P < 0.05) to 157/93 mmHg and 151/92 mmHg at the end of treatment in response to mean daily doses of amlodipine 7.3 mg and nifedipine retard 58.9 mg. There were no clinically significant changes in heart rate with either treatment. Three patients in the amlodipine group and five patients in the nifedipine retard group could not be considered in analysis. The total numbers of adverse events (considered related or possibly related to treatment) (42 vs. 36) as well as the numbers of patients experiencing such events (22 vs. 22) were similar in the amlodipine and nifedipine retard treated groups, respectively, but with a greater incidence of headaches in response to nifedipine retard and of oedema in response to amlodipine. Five patients in each treatment group discontinued therapy due to such events. Overall the results showed once daily amlodipine as equivalent to twice daily nifedipine retard in the management of mild to moderate hypertension.",pico,INCLUDE,1,0.198378296776408,1.0,0.2813271924964067,label_error,"Study meets all criteria: RCT design, adult hypertensive population, CCB intervention (amlodipine vs nifedipine), and relevant outcomes (BP reduction, adverse events). Gold-standard exclusion appears incorrect."
CLEF_CD009642,pubmed:2182208,pubmed:2182208,"Prophylactic lidocaine for postoperative coronary artery bypass patients, a double-blind, randomized trial.","This double-blind controlled study examined the frequency of ventricular arrhythmias (premature ventricular contractions (PVCs) greater than 5.min-1, bigeminy, couplets, ventricular tachycardia, and ventricular fibrillation) in coronary artery bypass graft (CABG) patients during the first 24 hr postoperatively to determine the effect of prophylactic lidocaine on reducing the frequency of ventricular arrhythmias. Patients were included in the study if they had undergone CABG only, and had not received treatment for ventricular arrhythmias before coming off cardiopulmonary bypass. A total of 83 patients were studied and were randomly allocated to 43 in the placebo control group and 40 in the lidocaine-treated group. The results showed that 67 per cent of patients in the placebo group and 33 per cent of patients in the lidocaine treated group had ventricular arrhythmias (P less than 0.005). There was also a significant reduction in ventricular fibrillation and ventricular tachycardia in the lidocaine treated group (P less than 0.01). It is recommended that a routine infusion of lidocaine, 100 mg bolus followed by 2 mg.kg-1, be given to every postoperative coronary artery bypass patient for at least the first 24 hours.",pico,INCLUDE,1,0.13852685145509802,1.0,0.41963227198470043,genuine_fp,"Study population is cardiac surgery (CABG) patients, which is excluded by the criteria specifying 'elective or urgent surgical procedures under general anesthesia' and excluding 'emergency surgical procedures'."
Cohen_CalciumChannelBlockers,pubmed:7608311,pubmed:7608311,Sustained blood pressure control with controlled-release isradipine (isradipine-CR).,"The safety and efficacy, as measured by peak/trough blood pressure reduction, of a new, once-daily, controlled-release formulation of isradipine (isradipine-CR, ICR) were evaluated in patients with mild to moderate essential hypertension during a nine-week trial. After a 3-week placebo washout period, patients with a sitting diastolic blood pressure between 100 and 114 mm Hg were randomized to either 1 of 4 ICR treatment groups or placebo. Of 402 randomized patients, 384 completed the study (placebo = 77, ICR-5 mg = 76, ICR 10 mg = 76, ICR-15 mg = 78, and ICR-20 mg = 77). Peak and trough post-dose blood pressure responses and heart rates were monitored for both the sitting and upright positions. Blood chemistries, urinalyses, complete blood counts, and electrocardiograms were done during the study. Both sitting and upright blood pressure decreased with the 5-(P < .05), 10-, 15-, and 20-mg (P < .001) once-daily ICR doses. The peak blood pressure reduction for all ICR doses occurred at 8 to 10 hours post-dose. Maximum peak/trough blood pressure response, achieved with the 10-mg dose, was similar with that of 15 and 20 mg of ICR. No serious clinical or metabolic side effect were noted, except ankle edema, which was dose dependent but did not require discontinuation of treatment.(ABSTRACT TRUNCATED AT 250 WORDS)",pico,INCLUDE,1,0.198378296776408,1.0,0.2813271924964067,genuine_fp,"Study population is adults with mild to moderate essential hypertension (sitting diastolic BP 100-114 mm Hg), which is below the inclusion threshold of BP >= 140/90 mmHg specified in the Population criteria."
Cohen_ACEInhibitors,pubmed:7778548,pubmed:7778548,Lack of long-term ventricular arrhythmia reduction by enalapril in heart failure. SOLVD Investigators.,"Previous studies have indicated that angiotensin-converting enzyme inhibitors may reduce the frequency of ventricular arrhythmias in patients with heart failure. These reports were mostly small and of short duration. We prospectively studied 734 patients recruited in 11 universities for 1 year who were enrolled in the Studies of Left Ventricular Dysfunction (SOLVD) to determine the long-term effects of enalapril and placebo on the frequency and complexity of ventricular arrhythmias in patients with symptomatic (treatment trial) or asymptomatic (prevention trial) heart failure and depressed left ventricular function (ejection fraction < or = 35%). Five hundred fifty-three patients from the prevention trial and 181 from the treatment trial of SOLVD underwent ambulatory electrocardiographic monitoring at baseline, and then at 4 and 12 months of double-blind therapy with either placebo or enalapril (2.5 to 10 mg twice daily). The prospectively defined primary analysis was by intent-to-treat and revealed no significant differences in ventricular premature complexes between the placebo and enalapril groups at baseline (87 +/- 13 vs 84 +/- 13/hour), 4 months (100 +/- 15 vs 85 +/- 12/hour), or 12 months (80 +/- 12 vs 90 +/- 14/hour). Likewise, there was no difference between the placebo and enalapril groups in runs of nonsustained ventricular tachycardia: baseline (8.3 +/- 4.1 vs 1.9 +/- 0.4 runs/day), 4 months (16 +/- 12 vs 7.2 +/- 4.1 runs/day), or after 12 months of blinded therapy (11 +/- 7.0 vs 6.1 +/- 4.4 runs/day).(ABSTRACT TRUNCATED AT 250 WORDS)",pico,INCLUDE,1,0.1444754936810065,0.8857675191023606,0.40415922584701214,genuine_fp,"Outcome mismatch: The study's primary outcomes are ventricular arrhythmias (VPCs, nonsustained VT), which are not listed in the inclusion criteria for Outcomes_Effectiveness or Outcomes_Safety. The criteria specify clinical outcomes like mortality, MI, stroke, HF hospitalization, renal outcomes, or specific AEs like cough, angioedema, hyperkalemia, etc."
Cohen_CalciumChannelBlockers,pubmed:9297994,pubmed:9297994,Randomised double-blind comparison of placebo and active treatment for older patients with isolated systolic hypertension. The Systolic Hypertension in Europe (Syst-Eur) Trial Investigators.,"BACKGROUND: Isolated systolic hypertension occurs in about 15% of people aged 60 years or older. In 1989, the European Working Party on High Blood Pressure in the Elderly investigated whether active treatment could reduce cardiovascular complications of isolated systolic hypertension. Fatal and non-fatal stroke combined was the primary endpoint. METHODS: All patients (> 60 years) were initially started on masked placebo. At three run-in visits 1 month apart, their average sitting systolic blood pressure was 160-219 mm Hg with a diastolic blood pressure lower than 95 mm Hg. After stratification for centre, sex, and previous cardiovascular complications, 4695 patients were randomly assigned to nitrendipine 10-40 mg daily, with the possible addition of enalapril 5-20 mg daily and hydrochlorothiazide 12.5-25.0 mg daily, or matching placebos. Patients withdrawing from double-blind treatment were still followed up. We compared occurrence of major endpoints by intention to treat. FINDINGS: At a median of 2 years' follow-up, sitting systolic and diastolic blood pressures had fallen by 13 mm Hg and 2 mm Hg in the placebo group (n = 2297) and by 23 mm Hg and 7 mm Hg in the active treatment group (n = 2398). The between-group differences were systolic 10.1 mm Hg (95% CI 8.8-11.4) and diastolic, 4.5 mm Hg (3.9-5.1). Active treatment reduced the total rate of stroke from 13.7 to 7.9 endpoints per 1000 patient-years (42% reduction; p = 0.003). Non-fatal stroke decreased by 44% (p = 0.007). In the active treatment group, all fatal and non-fatal cardiac endpoints, including sudden death, declined by 26% (p = 0.03). Non-fatal cardiac endpoints decreased by 33% (p = 0.03) and all fatal and non-fatal cardiovascular endpoints by 31% (p < 0.001). Cardiovascular mortality was slightly lower on active treatment (-27%, p = 0.07), but all-cause mortality was not influenced (-14%; p = 0.22). INTERPRETATION: Among elderly patients with isolated systolic hypertension, antihypertensive drug treatment starting with nitrendipine reduces the rate of cardiovascular complications. Treatment of 1000 patients for 5 years with this type of regimen may prevent 29 strokes or 53 major cardiovascular endpoints.",pico,INCLUDE,1,0.19839278783610423,1.0,0.28129799878379935,label_error,"Study meets criteria: Population (elderly with isolated systolic hypertension), Intervention (nitrendipine, a CCB), Comparator (placebo), Outcomes (stroke, cardiovascular events, mortality), and Study Design (randomised double-blind RCT)."
Cohen_Opiods,pubmed:12660393,pubmed:12660393,Opioids and chronic neuropathic pain.,,pico,INCLUDE,1,0.11474852039421848,1.0,0.485925162440619,ambiguous,"Title indicates 'chronic neuropathic pain' (Population: include) and 'Opioids' (Intervention: potentially include), but lacks information on Comparator, Outcome, and Study design. Without abstract, cannot determine if it meets all inclusion criteria or violates any exclusion criteria."
Cohen_ACEInhibitors,pubmed:9657539,pubmed:9657539,Regression of left ventricular wall thickness during ACE-inhibitor treatment of essential hypertension is associated with an increase in insulin mediated skeletal muscle blood flow.,"UNLABELLED: Left ventricular hypertrophy (LVH) has been associated with insulin resistance, a condition with an impaired insulin-mediated vasodilation in skeletal muscle. ACE-inhibitors have been reported to be superior to most other antihypertensive drugs in inducing a regression of LVH. In a double-blind study with parallel groups, 50 patients with essential hypertension were randomized to treatment with either fosinopril (20 mg o.d.) or atenolol (50 mg o.d.) for 12-16 weeks. Left ventricle wall thickness (LVWT, defined as the sum of interventricular septum and posterior wall), diastolic function (represented by the ratio between the E-wave and the A-wave of mitral blood flow) and femoral artery blood flow (FBF) were evaluated using ultrasonic measurements. FBF was measured at normoinsulinemia and after 2 h of euglycemic hyperinsulinemia. Before treatment, the insulin-induced increase in FBF was inversely related to the LVWT (r = -0.52, p < 0.02). The reduction in ambulatory 24-h SBP/DBP was 13/9 mmHg for fosinopril and 15/14 for atenolol, ambulatory DBP being significantly more reduced by atenolol (p = 0.03 for difference in treatment effect). However, only fosinopril treatment resulted in a significant reduction in LVWT (from 20.5 mm to 19.4 mm, p < 0.05). The degree of reduction in LVWT was related to the increase in FBF in the fosinopril group (r = -0.45, p < 0.05). For fosinopril (but not for atenolol), there was a positive relationship between the change in E/A ratio and the change in femoral artery stroke volume (r = 0.80, p < 0.01). CONCLUSION: Impaired insulin-induced stimulation of leg blood flow was related to an increased LVWT. Furthermore, during fosinopril treatment, regression of LVWT was associated with enhanced skeletal muscle blood flow during hyperinsulinemia. This indicates that impaired peripheral blood flow (and thereby increased afterload) may be a possible mechanism explaining the previously found association between insulin resistance and cardiovascular hypertrophy.",pico,INCLUDE,1,0.14447198329379576,1.0,0.4574157944414424,genuine_fp,Study duration (12-16 weeks) is less than the required 8 weeks minimum for inclusion (study design exclusion criterion).
Cohen_CalciumChannelBlockers,pubmed:8582392,pubmed:8582392,Antihypertensive treatment with verapamil and amlodipine. Their effect on the functional autonomic and cardiovascular stress responses.,"Many biological and psychological factors induce haemodynamic and extra-cardiovascular functional changes mediated by the autonomic nervous system. Pharmacological blood pressure reduction, as a neurovegetative stimulus, can change the arousal of the sympathetic nervous system. We evaluated the effects of two calcium channel blockers, verapamil and amlodipine, both administered as monotherapies, upon the sympathetic stress response in 23 randomized mild-to-moderate essential hypertensives (161 +/- 2/98 +/- 1 mmHg). Patients performed four stress tests (mental arithmetic, colour word Stroop, cold pressor and handgrip) while extracardiovascular and haemodynamic functions were assessed non-invasively at every heart beat, during baseline, stress and recovery phases. The sympathetic response was evaluated by computing the 'area-under-the-curve' (value x time) measured during the psychophysiological session. The session was repeated at run-in, after placebo and during treatment. After one month's treatment, baseline blood pressure was significantly reduced in patients treated with amlodipine (139 +/- 1/84 +/- 1 mmHg; P < 0.001) and verapamil (140 +/- 2/85 +/- 1 mmHg; P < 0.001). The emotional arousal (frontalis muscular contraction, skin conductance) was unchanged, but the cutaneous vascular response was reduced (P < 0.05) in patients treated with verapamil. No changes in systolic or diastolic blood pressure were detectable, but amlodipine increased the heart rate response (P < 0.05). In contrast, verapamil reduced the heart rate (P < 0.05) without depressing the cardiac output response, which was increased with amlodipine (P < 0.05). Total vascular resistance was significantly (P < 0.001) reduced with both the treatments. Consequently, functional cardiac load, expressed by pressure-rate product and cardiac power, was significantly enhanced with amlodipine and reduced with verapamil. In conclusion, the abnormal sympathetic stress response, which characterizes the hypertensive patient, might be affected by the choice of medication. Verapamil in particular, moderated emotional arousal, the vasoconstrictive response and reduced cardiac load without lowering cardiac output demands. In contrast, in patients treated with amlodipine, in whom the cardiac output response was increased, the pattern was reversed and the functional cardiac load was also increased.",pico,INCLUDE,1,0.19833193074337285,1.0,0.28142061438251753,genuine_fp,"Study population is 'mild-to-moderate essential hypertensives' (BP 161/98 mmHg), which does not meet the inclusion criterion of 'BP >= 140/90 mmHg' as the systolic BP is too high (exceeds 140 mmHg)."
Cohen_ACEInhibitors,pubmed:8651094,pubmed:8651094,Meta-analysis of morbidity and mortality in five exercise capacity trials evaluating ramipril in chronic congestive cardiac failure.,"In 5 separate exercise capacity trials in similar patients with chronic congestive heart failure performed in Europe, the United States, and South Africa, 627 patients were randomized to ramipril and 428 to placebo. The dose of ramipril ranged from 1.25 to 20 mg/day. Follow-up was at 12 or 24 weeks. None of the trials were designed to assess efficacy with regard to clinical outcome. To assess in the combined experience whether there was an effect of ramipril on mortality, hospitalization, functional classification (New York Heart Association class), and exercise capacity, we pooled data from each trial and performed a mata-analysis. Of the patients randomized to ramipril and placebo, respectively, and based on intention to treat, 14 (2.2%) and 18 (3.8%) patients died (odds ratio 0.60, 95% confidence interval 0.28 to 1.29), and 59 (9.4%) and 67 (14.3%) patients died or were hospitalized (odds ratio 0.68, 95% confidence interval 0.46 to 1.00). The New York Heart Association class improved in 29% and 25% respectively, whereas 8% and 15% deteriorated (p=0.04, based on intention to treat; death and hospitalization considered as deterioration). In ranked comparisons based on intention to treat and with imputation of exercise time as 0 for patients who were unable to exercise because of death or who were hospitalized, exercise capacity was significantly improved by rampril. We concluded that rampiril is likely to have an effect on mortality, morbidity, and functional capacity in patients with chronic congestive heart failure similar to that of other angiotensin-converting enzyme inhibitors.",pico,INCLUDE,1,0.16398702400777698,1.0,0.3970911309832468,genuine_fp,"Study design exclusion: Trials with follow-up at 12 or 24 weeks violate the 'Trials less than 8 weeks duration' criterion, which implies a minimum duration of 8 weeks. 12 weeks is acceptable, but 24 weeks is not."
Cohen_SkeletalMuscleRelaxants,pubmed:9222213,pubmed:9222213,Amelioration of refractory dysesthetic limb pain in multiple sclerosis by gabapentin.,,pico,INCLUDE,1,0.15762161122324458,1.0,0.3714107896473279,genuine_fp,"Excluded intervention: gabapentin is listed in exclusion criteria for intervention (anticonvulsants alone). Also, the study design is unclear from title alone, but likely not an RCT or systematic review."
Cohen_CalciumChannelBlockers,pubmed:7798508,pubmed:7798508,"Medical treatment to reduce total ischemic burden: total ischemic burden bisoprolol study (TIBBS), a multicenter trial comparing bisoprolol and nifedipine. The TIBBS Investigators.","OBJECTIVES: We compared the effects of bisoprolol on transient myocardial ischemia with those of nifedipine in patients with chronic stable angina. BACKGROUND: Both beta-adrenergic blocking agents and calcium antagonists reduce transient ischemic episodes, but comparisons of these agents have been made in only a few larger studies. METHODS: The Total Ischemic Burden Bisoprolol Study (TIBBS) was a randomized double-blind controlled study with two parallel groups; 330 patients from 30 centers in seven European countries with stable angina pectoris, a positive exercise test and more than two transient ischemic episodes during 48 h of Holter monitoring (central evaluation) were included. Of these patients 161 were randomized to receive bisoprolol and 169 to receive nifedipine slow release. There were two treatment phases of 4 weeks each, with 48-h Holter monitoring after each phase. During phase 1, patients received either 10 mg of bisoprolol daily or 2 x 20 mg of nifedipine slow release. During phase 2, they received either 20 mg of bisoprolol daily or 2 x 40 mg of nifedipine slow release. RESULTS: In phase 1 of the trial, 4 weeks of bisoprolol therapy (10 mg daily) reduced the mean [+/- SD] number of transient ischemic episodes from 8.1 +/- 0.6 to 3.2 +/- 0.4/48 h. Nifedipine (2 x 20 mg) reduced transient ischemic episodes from 8.3 +/- 0.5 to 5.9 +/- 0.4/48 h. Total duration of ischemia was reduced from 99.3 +/- 10.1 to 31.9 +/- 5.5 min/48 h with bisoprolol and from 101 +/- 9.1 to 72.6 +/- 8.1 min/48 h with nifedipine. Reductions were statistically significant for both drugs; the difference between bisoprolol and nifedipine was also significant (p < 0.0001). Bisoprolol reduced the heart rate at onset of episodes by 13.7 +/- 1.4 beats/min from a baseline value of 99.5 +/- 1.2 beats/min (p < 0.001). Heart rate was unchanged with nifedipine. Bisoprolol had significantly higher responder rates than nifedipine. Doubling of the dose in phase 2 of the trial had small additive effects. Only bisoprolol showed a marked circadian effect by reducing the morning peak of transient ischemic episodes (by 68% at peak time, 8:00 to 8:59 AM). CONCLUSIONS: Both bisoprolol and nifedipine reduced the number and duration of transient ischemic episodes in patients with chronic stable angina. Bisoprolol was significantly more effective than nifedipine in both doses tested and reduced the morning peak of ischemic activity.",pico,INCLUDE,1,0.19838626676058033,1.0,0.2813111359174879,genuine_fp,"The comparator (bisoprolol) is a beta-blocker, which is explicitly excluded in the 'Intervention' criteria's exclusion list ('beta-blockers alone'). The study compares a CCB (nifedipine) to a beta-blocker, not to another CCB, placebo, or allowed comparators."
CLEF_CD010753,pubmed:10572343,pubmed:10572343,The effects of trazodone on sleep disturbances induced by brofaromine.,"The effects of trazodone on subjective and objective sleep parameters were compared to those of placebo in a double-blind design in seven patients who developed insomnia during treatment with the selective and reversible MAO-A inhibitor, brofaromine. Trazodone significantly increased deep sleep and altered the architecture of sleep in these patients. Subjectively, patients reported a better and deeper sleep. No negative interactions between brofaromine and trazodone were observed and side-effects were minimal. A low dose of trazodone may be a safe and effective agent in the treatment of MAO-I induced insomnia.",pico,INCLUDE,1,0.10462430736482167,0.8857675191023606,0.5195669308937091,genuine_fp,"Study population has insomnia secondary to MAOI treatment (brofaromine), which is excluded by criteria (Population: exclude 'Secondary insomnia due to substance use')."
CLEF_CD010558,pubmed:26371617,pubmed:26371617,A randomized controlled trial on the efficacy of mindfulness-based cognitive therapy and a group version of cognitive behavioral analysis system of psychotherapy for chronically depressed patients.,"OBJECTIVE: Mindfulness-based cognitive therapy (MBCT) has recently been proposed as a treatment option for chronic depression. The cognitive behavioral analysis system of psychotherapy (CBASP) is the only approach specifically developed to date for the treatment of chronically depressed patients. The efficacy of MBCT plus treatment-as-usual (TAU), and CBASP (group version) plus TAU, was compared to TAU alone in a prospective, bicenter, randomized controlled trial. METHOD: One hundred and six patients with a current DSM-IV defined major depressive episode and persistent depressive symptoms for more than 2 years were randomized to TAU only (N = 35), or to TAU with additional 8-week group therapy of either 8 sessions of MBCT (n = 36) or CBASP (n = 35). The primary outcome measure was the Hamilton Depression Rating Scale (24-item HAM-D, Hamilton, 1967) at the end of treatment. Secondary outcome measures were the Beck Depression Inventory (BDI; Beck, Steer, & Brown, 1996) and measures of social functioning and quality of life. RESULTS: In the overall sample as well as at 1 treatment site, MBCT was no more effective than TAU in reducing depressive symptoms, although it was significantly superior to TAU at the other treatment site. CBASP was significantly more effective than TAU in reducing depressive symptoms in the overall sample and at both treatment sites. Both treatments had only small to medium effects on social functioning and quality of life. CONCLUSIONS: Further studies should inquire whether the superiority of CBASP in this trial might be explained by the more active, problem-solving, and interpersonal focus of CBASP.",pico,INCLUDE,1,0.19633619876760836,0.9509019129822991,0.28546030604732897,genuine_fp,Population exclusion: 'chronically depressed patients' with 'persistent depressive symptoms for more than 2 years' does not meet the specific 'treatment-resistant depression' definition requiring documented non-response to adequate antidepressant treatment.
Cohen_CalciumChannelBlockers,pubmed:8296698,pubmed:8296698,Investigation of therapeutic mechanisms of atenolol and diltiazem in patients with variable-threshold angina.,"The effects of beta-adrenoreceptor and calcium channel-blocking agents on the balance of myocardial oxygen supply and demand were studied in 15 patients (2 women and 13 men), aged 46 to 69 (mean 62) years, with variable-threshold angina. An exercise test was performed before therapy was begun, and 24-hour ambulatory ECG monitoring was performed after 1 week of long-acting nitrate therapy, in the third week after random assignment to either atenolol or diltiazem, and in the third week after crossover. All exercise tests were positive except in one patient taking diltiazem. The exercise time to 0.1 mV ST change was 4.2 +/- 1.7 minutes with no therapy, 5.1 +/- 1.6 minutes with nitrates, 6.6 +/- 0.8 minutes with diltiazem, and 6.5 +/- 2.1 minutes with atenolol. The rate-pressure product at 0.1 mV ST change was 20.9 +/- 4.6 with no therapy and 21.2 +/- 5.7 and 22 +/- 4.6 with nitrates and diltiazem, respectively, but fell to 15 +/- 3.9 beats.min.-1 mm Hg 10(-3) after atenolol (p < 0.01). There was no significant difference in the number of anginal attacks or in nitroglycerin consumption per week. The heart rate at the onset of ST-segment change during the exercise test and during ambulatory ECG monitoring was significantly lower during atenolol than during diltiazem treatment. Both atenolol and diltiazem were of similar efficacy in increasing nonischemic exercise duration in patients with variable-threshold angina and acted primarily by slowing the resting heart rate.(ABSTRACT TRUNCATED AT 250 WORDS)",pico,INCLUDE,1,0.19831671866799888,1.0,0.2814512691036638,genuine_fp,"Study includes a 'no therapy' arm, which is explicitly excluded by the Comparison criteria (exclude: no treatment, untreated control)."
CLEF_CD004414,pubmed:15573643,pubmed:15573643,Effectiveness of a hand care regimen with moisturizer in manufacturing facilities where workers are prone to occupational irritant dermatitis.,"BACKGROUND: Limited information documents the prevention and treatment benefits of a hand care regimen using moisturizer in a controlled manner for employees in typical manufacturing situations. OBJECTIVE: The objective was to assess the effectiveness of a comprehensive skin care program including skin conditioning lotion in multiple manufacturing environments where employees are at high risk for skin disease. METHODS: A randomized trial test design with multiple measures, including skin bioengineering measurement techniques, visual grading, and self-assessment questionnaires, was used to broadly characterize skin condition. RESULTS: Comparison of the change in the skin condition of workers using the full hand care regimen with moisturizer versus a control group using a regimen without moisturizer demonstrated significant (p < .05) improvements in multiple measures after 1 to 2 weeks. Corneometer readings consistently showed significant improvement for employees using moisturizer, regardless of their work location. CONCLUSION: Improved skin condition resulted from the regular use of an effective skin conditioning hand moisturizer as part of a skin care regimen in work environments in which workers were prone to experiencing occupational irritant contact dermatitis.",pico,INCLUDE,1,0.10949720541510492,1.0,0.5016024872467134,label_error,Study is an RCT (design: include) in manufacturing workers (population: include) testing moisturizer (intervention: include) vs. regimen without moisturizer (comparison: include) on skin condition (outcome: include). Meets all criteria.
