sample_id,dataset,record_id,title,abstract,element_key,element_description,truth_label
S024,Smid_2020,https://openalex.org/W1927054418,A latent trait model for response times on tests employing the proportional hazards model,"For computer-administered tests, response times can be recorded conjointly with the corresponding responses. This broadens the scope of potential modelling approaches because response times can be analysed in addition to analysing the responses themselves. For this purpose, we present a new latent trait model for response times on tests. This model is based on the Cox proportional hazards model. According to this model, latent variables alter a baseline hazard function. Two different approaches ",study_design,study_design,
S025,Smid_2020,https://openalex.org/W128494557,Covariance Structure Models for Maximal Reliability of Unit-Weighted Composites,"Abstract When developing or evaluating scales, the internal consistency reliability of the scale based on its items or parts is always an important issue. The growth of structural modeling has allowed the easy computation of model-based estimates of reliability. These are typically touted as replacements for coefficient alpha, which remains the most widely used measure of internal consistency. Among model-based estimates, coefficients based on a 1-factor model have been most widely recommended. ",population,Statistical Models or Datasets | Include: methodological study; simulation study; Monte Carlo study; empirical study with small sample; applied research with small sample | Exclude: large sample study; asymptotic theory paper; population-based survey,
S025,Smid_2020,https://openalex.org/W128494557,Covariance Structure Models for Maximal Reliability of Unit-Weighted Composites,"Abstract When developing or evaluating scales, the internal consistency reliability of the scale based on its items or parts is always an important issue. The growth of structural modeling has allowed the easy computation of model-based estimates of reliability. These are typically touted as replacements for coefficient alpha, which remains the most widely used measure of internal consistency. Among model-based estimates, coefficients based on a 1-factor model have been most widely recommended. ",intervention,Bayesian Estimation Method | Include: Bayesian estimation; Bayesian structural equation modeling; Bayesian SEM; BSEM; Markov Chain Monte Carlo | Exclude: frequentist estimation; maximum likelihood; generalized least squares,
S025,Smid_2020,https://openalex.org/W128494557,Covariance Structure Models for Maximal Reliability of Unit-Weighted Composites,"Abstract When developing or evaluating scales, the internal consistency reliability of the scale based on its items or parts is always an important issue. The growth of structural modeling has allowed the easy computation of model-based estimates of reliability. These are typically touted as replacements for coefficient alpha, which remains the most widely used measure of internal consistency. Among model-based estimates, coefficients based on a 1-factor model have been most widely recommended. ",study_design,study_design,
S026,Smid_2020,https://openalex.org/W1964485997,Modelling the random effects covariance matrix in longitudinal data,"A common class of models for longitudinal data are random effects (mixed) models. In these models, the random effects covariance matrix is typically assumed constant across subject. However, in many situations this matrix may differ by measured covariates. In this paper, we propose an approach to model the random effects covariance matrix by using a special Cholesky decomposition of the matrix. In particular, we will allow the parameters that result from this decomposition to depend on subject-s",population,Statistical Models or Datasets | Include: methodological study; simulation study; Monte Carlo study; empirical study with small sample; applied research with small sample | Exclude: large sample study; asymptotic theory paper; population-based survey,
S026,Smid_2020,https://openalex.org/W1964485997,Modelling the random effects covariance matrix in longitudinal data,"A common class of models for longitudinal data are random effects (mixed) models. In these models, the random effects covariance matrix is typically assumed constant across subject. However, in many situations this matrix may differ by measured covariates. In this paper, we propose an approach to model the random effects covariance matrix by using a special Cholesky decomposition of the matrix. In particular, we will allow the parameters that result from this decomposition to depend on subject-s",intervention,Bayesian Estimation Method | Include: Bayesian estimation; Bayesian structural equation modeling; Bayesian SEM; BSEM; Markov Chain Monte Carlo | Exclude: frequentist estimation; maximum likelihood; generalized least squares,
S026,Smid_2020,https://openalex.org/W1964485997,Modelling the random effects covariance matrix in longitudinal data,"A common class of models for longitudinal data are random effects (mixed) models. In these models, the random effects covariance matrix is typically assumed constant across subject. However, in many situations this matrix may differ by measured covariates. In this paper, we propose an approach to model the random effects covariance matrix by using a special Cholesky decomposition of the matrix. In particular, we will allow the parameters that result from this decomposition to depend on subject-s",study_design,study_design,
S027,Smid_2020,https://openalex.org/W1994114295,SYNTHETIC VALIDITY AND ITS APPLICATION TO THE UNIFORM GUIDELINES VALIDATION REQUIREMENTS,"The Uniform Guidelines for Employee Selection Procedures have served to create an urgent need for efficient validation methods that can be generalized to a class of occupations. The one method currently authorized for such a purpose by the Guidelines is synthetic validation. (The Guidelines erroneously describe the synthetic validity paradigm as construct validity.) Approaches to synthetic validity employed by Lawshe, Guion, McCormick, and Primoff are described. Their extent of conformance to th",population,Statistical Models or Datasets | Include: methodological study; simulation study; Monte Carlo study; empirical study with small sample; applied research with small sample | Exclude: large sample study; asymptotic theory paper; population-based survey,
S027,Smid_2020,https://openalex.org/W1994114295,SYNTHETIC VALIDITY AND ITS APPLICATION TO THE UNIFORM GUIDELINES VALIDATION REQUIREMENTS,"The Uniform Guidelines for Employee Selection Procedures have served to create an urgent need for efficient validation methods that can be generalized to a class of occupations. The one method currently authorized for such a purpose by the Guidelines is synthetic validation. (The Guidelines erroneously describe the synthetic validity paradigm as construct validity.) Approaches to synthetic validity employed by Lawshe, Guion, McCormick, and Primoff are described. Their extent of conformance to th",intervention,Bayesian Estimation Method | Include: Bayesian estimation; Bayesian structural equation modeling; Bayesian SEM; BSEM; Markov Chain Monte Carlo | Exclude: frequentist estimation; maximum likelihood; generalized least squares,
S027,Smid_2020,https://openalex.org/W1994114295,SYNTHETIC VALIDITY AND ITS APPLICATION TO THE UNIFORM GUIDELINES VALIDATION REQUIREMENTS,"The Uniform Guidelines for Employee Selection Procedures have served to create an urgent need for efficient validation methods that can be generalized to a class of occupations. The one method currently authorized for such a purpose by the Guidelines is synthetic validation. (The Guidelines erroneously describe the synthetic validity paradigm as construct validity.) Approaches to synthetic validity employed by Lawshe, Guion, McCormick, and Primoff are described. Their extent of conformance to th",study_design,study_design,
S028,Smid_2020,https://openalex.org/W1989700372,"National Uniformity, and State and Local Effects on Australian Voting: A Multilevel Approach","The existence and extent of influences arising within spatial contexts is an important issue in the study of voting behaviour. This paper extends previous Australian research by using the relatively new technique of multilevel analysis to draw together individual survey data from the 1993 Australian Election Study and ecological census data to investigate the question. The results show that, once individual voter characteristics are taken into account, influences on first preference voting for t",population,Statistical Models or Datasets | Include: methodological study; simulation study; Monte Carlo study; empirical study with small sample; applied research with small sample | Exclude: large sample study; asymptotic theory paper; population-based survey,
S028,Smid_2020,https://openalex.org/W1989700372,"National Uniformity, and State and Local Effects on Australian Voting: A Multilevel Approach","The existence and extent of influences arising within spatial contexts is an important issue in the study of voting behaviour. This paper extends previous Australian research by using the relatively new technique of multilevel analysis to draw together individual survey data from the 1993 Australian Election Study and ecological census data to investigate the question. The results show that, once individual voter characteristics are taken into account, influences on first preference voting for t",intervention,Bayesian Estimation Method | Include: Bayesian estimation; Bayesian structural equation modeling; Bayesian SEM; BSEM; Markov Chain Monte Carlo | Exclude: frequentist estimation; maximum likelihood; generalized least squares,
S028,Smid_2020,https://openalex.org/W1989700372,"National Uniformity, and State and Local Effects on Australian Voting: A Multilevel Approach","The existence and extent of influences arising within spatial contexts is an important issue in the study of voting behaviour. This paper extends previous Australian research by using the relatively new technique of multilevel analysis to draw together individual survey data from the 1993 Australian Election Study and ecological census data to investigate the question. The results show that, once individual voter characteristics are taken into account, influences on first preference voting for t",study_design,study_design,
S029,Muthu_2021,https://openalex.org/W2033646110,Ultrasound Imaging Facilitates Spinal Anesthesia in Adults with Difficult Surface Anatomic Landmarks,Background Poor surface anatomic landmarks are highly predictive of technical difficulty in neuraxial blockade. The authors examined the use of ultrasound imaging to reduce this difficulty. Methods The authors recruited 120 orthopedic patients with one of the following: body mass index more than 35 kg/m² and poorly palpable spinous processes; moderate to severe lumbar scoliosis; or previous lumbar spine surgery. Patients were randomized to receive spinal anesthetic by the conventional surface la,population,Population | Include: spine surgery; spinal surgery; spinal procedure; spinal fusion; spinal decompression | Exclude: peripheral nerve surgery; cranial surgery; neurosurgery for intracranial pathology,
S029,Muthu_2021,https://openalex.org/W2033646110,Ultrasound Imaging Facilitates Spinal Anesthesia in Adults with Difficult Surface Anatomic Landmarks,Background Poor surface anatomic landmarks are highly predictive of technical difficulty in neuraxial blockade. The authors examined the use of ultrasound imaging to reduce this difficulty. Methods The authors recruited 120 orthopedic patients with one of the following: body mass index more than 35 kg/m² and poorly palpable spinous processes; moderate to severe lumbar scoliosis; or previous lumbar spine surgery. Patients were randomized to receive spinal anesthetic by the conventional surface la,intervention,Intervention | Include: fragility index; fragility analysis; reverse fragility index; fragility quotient; statistical fragility | Exclude: traditional power analysis; sample size calculation a priori; Bayesian analysis,
S029,Muthu_2021,https://openalex.org/W2033646110,Ultrasound Imaging Facilitates Spinal Anesthesia in Adults with Difficult Surface Anatomic Landmarks,Background Poor surface anatomic landmarks are highly predictive of technical difficulty in neuraxial blockade. The authors examined the use of ultrasound imaging to reduce this difficulty. Methods The authors recruited 120 orthopedic patients with one of the following: body mass index more than 35 kg/m² and poorly palpable spinous processes; moderate to severe lumbar scoliosis; or previous lumbar spine surgery. Patients were randomized to receive spinal anesthetic by the conventional surface la,study_design,study_design,
S030,Muthu_2021,https://openalex.org/W2553554933,The effect of preoperative dexamethasone on pain 1 year after lumbar disc surgery: a follow-up study,"It has been hypothesized that dexamethasone can inhibit persistent postoperative pain, but data on humans is lacking and results from animal studies are conflicting. We explored the effect of 16 mg dexamethasone IV administered preoperatively on persistent pain 1 year after lumbar discectomy.This is a prospective 1-year follow-up on a single-centre, randomized, and blinded trial exploring the analgesic effect of 16 mg IV dexamethasone or placebo after lumbar discectomy. One year follow-up was a ",population,Population | Include: spine surgery; spinal surgery; spinal procedure; spinal fusion; spinal decompression | Exclude: peripheral nerve surgery; cranial surgery; neurosurgery for intracranial pathology,
S030,Muthu_2021,https://openalex.org/W2553554933,The effect of preoperative dexamethasone on pain 1 year after lumbar disc surgery: a follow-up study,"It has been hypothesized that dexamethasone can inhibit persistent postoperative pain, but data on humans is lacking and results from animal studies are conflicting. We explored the effect of 16 mg dexamethasone IV administered preoperatively on persistent pain 1 year after lumbar discectomy.This is a prospective 1-year follow-up on a single-centre, randomized, and blinded trial exploring the analgesic effect of 16 mg IV dexamethasone or placebo after lumbar discectomy. One year follow-up was a ",intervention,Intervention | Include: fragility index; fragility analysis; reverse fragility index; fragility quotient; statistical fragility | Exclude: traditional power analysis; sample size calculation a priori; Bayesian analysis,
S030,Muthu_2021,https://openalex.org/W2553554933,The effect of preoperative dexamethasone on pain 1 year after lumbar disc surgery: a follow-up study,"It has been hypothesized that dexamethasone can inhibit persistent postoperative pain, but data on humans is lacking and results from animal studies are conflicting. We explored the effect of 16 mg dexamethasone IV administered preoperatively on persistent pain 1 year after lumbar discectomy.This is a prospective 1-year follow-up on a single-centre, randomized, and blinded trial exploring the analgesic effect of 16 mg IV dexamethasone or placebo after lumbar discectomy. One year follow-up was a ",study_design,study_design,
S031,Muthu_2021,https://openalex.org/W1769868222,Single-use instrumentation in posterior lumbar fusion could decrease incidence of surgical site infection: a prospective bi-centric study,"PURPOSE: Single-use surgical instruments were recently introduced to improve OR efficiency and reduce infection risks. This study aimed to investigate clinical results 1 year after instrumented lumbar fusion, with the aid of single-use surgical instruments, with particular attention to surgical site infection and Oswestry Disability Index (ODI). METHOD: This prospective bi-centric study included 21 men and 28 women, aged 61.6 ± 12.8 years, that underwent short instrumented lumbar fusion for dege",population,Population | Include: spine surgery; spinal surgery; spinal procedure; spinal fusion; spinal decompression | Exclude: peripheral nerve surgery; cranial surgery; neurosurgery for intracranial pathology,
S031,Muthu_2021,https://openalex.org/W1769868222,Single-use instrumentation in posterior lumbar fusion could decrease incidence of surgical site infection: a prospective bi-centric study,"PURPOSE: Single-use surgical instruments were recently introduced to improve OR efficiency and reduce infection risks. This study aimed to investigate clinical results 1 year after instrumented lumbar fusion, with the aid of single-use surgical instruments, with particular attention to surgical site infection and Oswestry Disability Index (ODI). METHOD: This prospective bi-centric study included 21 men and 28 women, aged 61.6 ± 12.8 years, that underwent short instrumented lumbar fusion for dege",intervention,Intervention | Include: fragility index; fragility analysis; reverse fragility index; fragility quotient; statistical fragility | Exclude: traditional power analysis; sample size calculation a priori; Bayesian analysis,
S031,Muthu_2021,https://openalex.org/W1769868222,Single-use instrumentation in posterior lumbar fusion could decrease incidence of surgical site infection: a prospective bi-centric study,"PURPOSE: Single-use surgical instruments were recently introduced to improve OR efficiency and reduce infection risks. This study aimed to investigate clinical results 1 year after instrumented lumbar fusion, with the aid of single-use surgical instruments, with particular attention to surgical site infection and Oswestry Disability Index (ODI). METHOD: This prospective bi-centric study included 21 men and 28 women, aged 61.6 ± 12.8 years, that underwent short instrumented lumbar fusion for dege",study_design,study_design,
S032,Muthu_2021,https://openalex.org/W2082184155,The Combined Tool Approach for Face Mask Removal During On-field Conditions,"Abstract Context: An effective approach to emergency removal of the face mask (FM) from a football helmet should include successful removal of the FM and limitation of both the time required and the movement created during the process. Current recommendations and practice are to use a cutting tool to remove the FM. Researchers recently have suggested an alternate approach that combines the use of a cordless screwdriver and a cutting tool. This combined tool approach has not been studied, and FM ",population,Population | Include: spine surgery; spinal surgery; spinal procedure; spinal fusion; spinal decompression | Exclude: peripheral nerve surgery; cranial surgery; neurosurgery for intracranial pathology,
S032,Muthu_2021,https://openalex.org/W2082184155,The Combined Tool Approach for Face Mask Removal During On-field Conditions,"Abstract Context: An effective approach to emergency removal of the face mask (FM) from a football helmet should include successful removal of the FM and limitation of both the time required and the movement created during the process. Current recommendations and practice are to use a cutting tool to remove the FM. Researchers recently have suggested an alternate approach that combines the use of a cordless screwdriver and a cutting tool. This combined tool approach has not been studied, and FM ",intervention,Intervention | Include: fragility index; fragility analysis; reverse fragility index; fragility quotient; statistical fragility | Exclude: traditional power analysis; sample size calculation a priori; Bayesian analysis,
S032,Muthu_2021,https://openalex.org/W2082184155,The Combined Tool Approach for Face Mask Removal During On-field Conditions,"Abstract Context: An effective approach to emergency removal of the face mask (FM) from a football helmet should include successful removal of the FM and limitation of both the time required and the movement created during the process. Current recommendations and practice are to use a cutting tool to remove the FM. Researchers recently have suggested an alternate approach that combines the use of a cordless screwdriver and a cutting tool. This combined tool approach has not been studied, and FM ",study_design,study_design,
S033,Appenzeller-Herzog_2019,https://openalex.org/W1966777286,D-Penicillamine—Iduced Myasthenia Gravis: Diagnosis Obscured by Coexisting Chronic Obstructive Pulmonary Disease,"D-penicillamine, a drug used to treat rheumatoid arthritis, Wilson's disease, and cystinuria, can cause myasthenia gravis. Fortunately, the myasthenia typically resolves after discontinuation of the drug. The diagnosis may be missed if weakness is blamed on a patient's underlying disease(s), in particular, rheumatoid arthritis. Reported here are the cases of two patients with chronic obstructive lung disease who were taking D-penicillamine for rheumatoid arthritis, then experienced increasing re",population,Population | Include: Wilson disease; Hepatolenticular degeneration; Copper storage disease; WD; Wilson's disease | Exclude: Menkes disease; Kinky hair disease; Copper deficiency,
S033,Appenzeller-Herzog_2019,https://openalex.org/W1966777286,D-Penicillamine—Iduced Myasthenia Gravis: Diagnosis Obscured by Coexisting Chronic Obstructive Pulmonary Disease,"D-penicillamine, a drug used to treat rheumatoid arthritis, Wilson's disease, and cystinuria, can cause myasthenia gravis. Fortunately, the myasthenia typically resolves after discontinuation of the drug. The diagnosis may be missed if weakness is blamed on a patient's underlying disease(s), in particular, rheumatoid arthritis. Reported here are the cases of two patients with chronic obstructive lung disease who were taking D-penicillamine for rheumatoid arthritis, then experienced increasing re",intervention,Intervention | Include: Penicillamine; D-penicillamine; Cuprimine; Depen; Trientine | Exclude: Zinc acetate; Zinc sulfate; Zinc gluconate,
S033,Appenzeller-Herzog_2019,https://openalex.org/W1966777286,D-Penicillamine—Iduced Myasthenia Gravis: Diagnosis Obscured by Coexisting Chronic Obstructive Pulmonary Disease,"D-penicillamine, a drug used to treat rheumatoid arthritis, Wilson's disease, and cystinuria, can cause myasthenia gravis. Fortunately, the myasthenia typically resolves after discontinuation of the drug. The diagnosis may be missed if weakness is blamed on a patient's underlying disease(s), in particular, rheumatoid arthritis. Reported here are the cases of two patients with chronic obstructive lung disease who were taking D-penicillamine for rheumatoid arthritis, then experienced increasing re",study_design,study_design,
S034,Appenzeller-Herzog_2019,https://openalex.org/W2803594708,Addressing Generic-Drug Market Failures — The Case for Establishing a Nonprofit Manufacturer,Addressing Generic-Drug Market Failures One market-based solution to stimulating competition in generic-drug markets is to establish a nonprofit manufacturer with the explicit mission of producing affordable versions of essential drugs and ensuring a stable supply of such products.,population,Population | Include: Wilson disease; Hepatolenticular degeneration; Copper storage disease; WD; Wilson's disease | Exclude: Menkes disease; Kinky hair disease; Copper deficiency,
S034,Appenzeller-Herzog_2019,https://openalex.org/W2803594708,Addressing Generic-Drug Market Failures — The Case for Establishing a Nonprofit Manufacturer,Addressing Generic-Drug Market Failures One market-based solution to stimulating competition in generic-drug markets is to establish a nonprofit manufacturer with the explicit mission of producing affordable versions of essential drugs and ensuring a stable supply of such products.,intervention,Intervention | Include: Penicillamine; D-penicillamine; Cuprimine; Depen; Trientine | Exclude: Zinc acetate; Zinc sulfate; Zinc gluconate,
S034,Appenzeller-Herzog_2019,https://openalex.org/W2803594708,Addressing Generic-Drug Market Failures — The Case for Establishing a Nonprofit Manufacturer,Addressing Generic-Drug Market Failures One market-based solution to stimulating competition in generic-drug markets is to establish a nonprofit manufacturer with the explicit mission of producing affordable versions of essential drugs and ensuring a stable supply of such products.,study_design,study_design,
S035,Appenzeller-Herzog_2019,https://openalex.org/W2018097583,Hämochromatose und Morbus Wilson,"In der vorliegenden Ubersichtsarbeit wird das derzeitige Wissen uber die beiden autosomal rezessiv vererbten Erkrankungen Hamochromatose und M. Wilson zusammengefast und jeweils uber deren Atiologie, Pathogenese, Klinik, Diagnostik, Therapie und Prognose referiert. Wahrend die Pravalenz der Hamochromatose, die hierzulande zu den haufigsten Erbkrankheiten zahlt, vergleichsweise hoch ist (Heterozygote 1:10 bis 1:20, Homozygote 1:200 bis 1:400), ist der M. Wilson seltener (Heterozygote ca. 1:90, Ho",population,Population | Include: Wilson disease; Hepatolenticular degeneration; Copper storage disease; WD; Wilson's disease | Exclude: Menkes disease; Kinky hair disease; Copper deficiency,
S035,Appenzeller-Herzog_2019,https://openalex.org/W2018097583,Hämochromatose und Morbus Wilson,"In der vorliegenden Ubersichtsarbeit wird das derzeitige Wissen uber die beiden autosomal rezessiv vererbten Erkrankungen Hamochromatose und M. Wilson zusammengefast und jeweils uber deren Atiologie, Pathogenese, Klinik, Diagnostik, Therapie und Prognose referiert. Wahrend die Pravalenz der Hamochromatose, die hierzulande zu den haufigsten Erbkrankheiten zahlt, vergleichsweise hoch ist (Heterozygote 1:10 bis 1:20, Homozygote 1:200 bis 1:400), ist der M. Wilson seltener (Heterozygote ca. 1:90, Ho",intervention,Intervention | Include: Penicillamine; D-penicillamine; Cuprimine; Depen; Trientine | Exclude: Zinc acetate; Zinc sulfate; Zinc gluconate,
S035,Appenzeller-Herzog_2019,https://openalex.org/W2018097583,Hämochromatose und Morbus Wilson,"In der vorliegenden Ubersichtsarbeit wird das derzeitige Wissen uber die beiden autosomal rezessiv vererbten Erkrankungen Hamochromatose und M. Wilson zusammengefast und jeweils uber deren Atiologie, Pathogenese, Klinik, Diagnostik, Therapie und Prognose referiert. Wahrend die Pravalenz der Hamochromatose, die hierzulande zu den haufigsten Erbkrankheiten zahlt, vergleichsweise hoch ist (Heterozygote 1:10 bis 1:20, Homozygote 1:200 bis 1:400), ist der M. Wilson seltener (Heterozygote ca. 1:90, Ho",study_design,study_design,
S036,Appenzeller-Herzog_2019,https://openalex.org/W2007497252,MR image mimicking the “eye of the tiger” sign in Wilson’s disease,"Dear Sirs,  The eye of the tiger sign (EOT), seen on T2 sequences of magnetic resonance imaging (MRI), is considered pathognomonic for neurodegeneration with brain iron accumulation type 1 (NBIA1, previously known as Hallervorden–Spatz syndrome) [1–3]. This sign is described as low signal intensity in both globi pallidi (due to iron accumulation) that surrounds a central region of high signal intensity (caused by gliosis, edema, and neuronal loss with subsequent secondary vacuolization and cavit",population,Population | Include: Wilson disease; Hepatolenticular degeneration; Copper storage disease; WD; Wilson's disease | Exclude: Menkes disease; Kinky hair disease; Copper deficiency,
S036,Appenzeller-Herzog_2019,https://openalex.org/W2007497252,MR image mimicking the “eye of the tiger” sign in Wilson’s disease,"Dear Sirs,  The eye of the tiger sign (EOT), seen on T2 sequences of magnetic resonance imaging (MRI), is considered pathognomonic for neurodegeneration with brain iron accumulation type 1 (NBIA1, previously known as Hallervorden–Spatz syndrome) [1–3]. This sign is described as low signal intensity in both globi pallidi (due to iron accumulation) that surrounds a central region of high signal intensity (caused by gliosis, edema, and neuronal loss with subsequent secondary vacuolization and cavit",intervention,Intervention | Include: Penicillamine; D-penicillamine; Cuprimine; Depen; Trientine | Exclude: Zinc acetate; Zinc sulfate; Zinc gluconate,
S036,Appenzeller-Herzog_2019,https://openalex.org/W2007497252,MR image mimicking the “eye of the tiger” sign in Wilson’s disease,"Dear Sirs,  The eye of the tiger sign (EOT), seen on T2 sequences of magnetic resonance imaging (MRI), is considered pathognomonic for neurodegeneration with brain iron accumulation type 1 (NBIA1, previously known as Hallervorden–Spatz syndrome) [1–3]. This sign is described as low signal intensity in both globi pallidi (due to iron accumulation) that surrounds a central region of high signal intensity (caused by gliosis, edema, and neuronal loss with subsequent secondary vacuolization and cavit",study_design,study_design,
S037,Appenzeller-Herzog_2019,https://openalex.org/W2152511204,Cellular Copper Transport and Metabolism,"The transport and cellular metabolism of Cu depends on a series of membrane proteins and smaller soluble peptides that comprise a functionally integrated system for maintaining cellular Cu homeostasis. Inward transport across the plasma membrane appears to be a function of integral membrane proteins that form the channels that select Cu ions for passage. Two membrane-bound Cu-transporting ATPase enzymes, ATP7A and ATP7B, the products of the Menkes and Wilson disease genes, respectively, catalyze",population,Population | Include: Wilson disease; Hepatolenticular degeneration; Copper storage disease; WD; Wilson's disease | Exclude: Menkes disease; Kinky hair disease; Copper deficiency,
S037,Appenzeller-Herzog_2019,https://openalex.org/W2152511204,Cellular Copper Transport and Metabolism,"The transport and cellular metabolism of Cu depends on a series of membrane proteins and smaller soluble peptides that comprise a functionally integrated system for maintaining cellular Cu homeostasis. Inward transport across the plasma membrane appears to be a function of integral membrane proteins that form the channels that select Cu ions for passage. Two membrane-bound Cu-transporting ATPase enzymes, ATP7A and ATP7B, the products of the Menkes and Wilson disease genes, respectively, catalyze",intervention,Intervention | Include: Penicillamine; D-penicillamine; Cuprimine; Depen; Trientine | Exclude: Zinc acetate; Zinc sulfate; Zinc gluconate,
S037,Appenzeller-Herzog_2019,https://openalex.org/W2152511204,Cellular Copper Transport and Metabolism,"The transport and cellular metabolism of Cu depends on a series of membrane proteins and smaller soluble peptides that comprise a functionally integrated system for maintaining cellular Cu homeostasis. Inward transport across the plasma membrane appears to be a function of integral membrane proteins that form the channels that select Cu ions for passage. Two membrane-bound Cu-transporting ATPase enzymes, ATP7A and ATP7B, the products of the Menkes and Wilson disease genes, respectively, catalyze",study_design,study_design,
S038,Appenzeller-Herzog_2019,https://openalex.org/W2086306720,Diagnosis of Allergic Drug Reaction,,population,Population | Include: Wilson disease; Hepatolenticular degeneration; Copper storage disease; WD; Wilson's disease | Exclude: Menkes disease; Kinky hair disease; Copper deficiency,
S038,Appenzeller-Herzog_2019,https://openalex.org/W2086306720,Diagnosis of Allergic Drug Reaction,,intervention,Intervention | Include: Penicillamine; D-penicillamine; Cuprimine; Depen; Trientine | Exclude: Zinc acetate; Zinc sulfate; Zinc gluconate,
S038,Appenzeller-Herzog_2019,https://openalex.org/W2086306720,Diagnosis of Allergic Drug Reaction,,study_design,study_design,
S039,van_de_Schoot_2018,https://openalex.org/W2536016190,"The impact of gender, non-military trauma and combat exposure on the development of Post-Traumatic Stress Disorder (PTSD) in the Mid-Atlantic Mental Illness Research, Education, and Clinical Center (MA-MIRECC)","Post-Traumatic Stress Disorder (PTSD) is a significant public health concern, both in the United States and internationally, as well as in civilian populations and among those who serve their country in the military. Those who are exposed to a number of different kinds of potentially traumatic events are at risk of developing Post-Traumatic Stress Disorder. A number of factors, however, have been identified that may put certain people at an increased risk for developing Post-Traumatic Stress Dis",population,"Population | Include: Trauma Survivors; Trauma-Exposed Individuals; Post-Traumatic Stress Disorder; PTSD; Stress Disorders, Post-Traumatic | Exclude: General Population (non-trauma exposed); Primary Anxiety Disorders (without PTSD); Adjustment Disorders",
S039,van_de_Schoot_2018,https://openalex.org/W2536016190,"The impact of gender, non-military trauma and combat exposure on the development of Post-Traumatic Stress Disorder (PTSD) in the Mid-Atlantic Mental Illness Research, Education, and Clinical Center (MA-MIRECC)","Post-Traumatic Stress Disorder (PTSD) is a significant public health concern, both in the United States and internationally, as well as in civilian populations and among those who serve their country in the military. Those who are exposed to a number of different kinds of potentially traumatic events are at risk of developing Post-Traumatic Stress Disorder. A number of factors, however, have been identified that may put certain people at an increased risk for developing Post-Traumatic Stress Dis",index_factor,Intervention/Analysis Method | Include: Bayesian analysis; Bayesian modeling; trajectory analysis; growth mixture modeling; latent class analysis | Exclude: frequentist statistics; non-Bayesian methods; non-trajectory analysis,
S039,van_de_Schoot_2018,https://openalex.org/W2536016190,"The impact of gender, non-military trauma and combat exposure on the development of Post-Traumatic Stress Disorder (PTSD) in the Mid-Atlantic Mental Illness Research, Education, and Clinical Center (MA-MIRECC)","Post-Traumatic Stress Disorder (PTSD) is a significant public health concern, both in the United States and internationally, as well as in civilian populations and among those who serve their country in the military. Those who are exposed to a number of different kinds of potentially traumatic events are at risk of developing Post-Traumatic Stress Disorder. A number of factors, however, have been identified that may put certain people at an increased risk for developing Post-Traumatic Stress Dis",study_design,study_design,
S040,van_de_Schoot_2018,https://openalex.org/W2097814478,Best practices for missing data management in counseling psychology.,"This article urges counseling psychology researchers to recognize and report how missing data are handled, because consumers of research cannot accurately interpret findings without knowing the amount and pattern of missing data or the strategies that were used to handle those data. Patterns of missing data are reviewed, and some of the common strategies for dealing with them are described. The authors provide an illustration in which data were simulated and evaluate 3 methods of handling missin",population,"Population | Include: Trauma Survivors; Trauma-Exposed Individuals; Post-Traumatic Stress Disorder; PTSD; Stress Disorders, Post-Traumatic | Exclude: General Population (non-trauma exposed); Primary Anxiety Disorders (without PTSD); Adjustment Disorders",
S040,van_de_Schoot_2018,https://openalex.org/W2097814478,Best practices for missing data management in counseling psychology.,"This article urges counseling psychology researchers to recognize and report how missing data are handled, because consumers of research cannot accurately interpret findings without knowing the amount and pattern of missing data or the strategies that were used to handle those data. Patterns of missing data are reviewed, and some of the common strategies for dealing with them are described. The authors provide an illustration in which data were simulated and evaluate 3 methods of handling missin",index_factor,Intervention/Analysis Method | Include: Bayesian analysis; Bayesian modeling; trajectory analysis; growth mixture modeling; latent class analysis | Exclude: frequentist statistics; non-Bayesian methods; non-trajectory analysis,
S040,van_de_Schoot_2018,https://openalex.org/W2097814478,Best practices for missing data management in counseling psychology.,"This article urges counseling psychology researchers to recognize and report how missing data are handled, because consumers of research cannot accurately interpret findings without knowing the amount and pattern of missing data or the strategies that were used to handle those data. Patterns of missing data are reviewed, and some of the common strategies for dealing with them are described. The authors provide an illustration in which data were simulated and evaluate 3 methods of handling missin",study_design,study_design,
S041,van_de_Schoot_2018,https://openalex.org/W2044059222,"Post-traumatic stress disorder, drug dependence, and suicidality among male Vietnam veterans with a history of heavy drug use","This study examines the roles of post-traumatic stress disorder (PTSD) and drug dependence in non-fatal suicidality, i.e., suicidal ideation and suicide attempt, among Vietnam veterans in their adult years. The sample includes male veterans deployed to Vietnam, including an oversample of those who tested positive for opiates at their return ( n = 642). PTSD, substance abuse, suicidality, and other psychopathology are analyzed using three waves of survey and military data covering the time period",population,"Population | Include: Trauma Survivors; Trauma-Exposed Individuals; Post-Traumatic Stress Disorder; PTSD; Stress Disorders, Post-Traumatic | Exclude: General Population (non-trauma exposed); Primary Anxiety Disorders (without PTSD); Adjustment Disorders",
