dataset,record_id,model_id,element_key,element_group,model_match,model_evidence
Smid_2020,https://openalex.org/W1927054418,deepseek-v3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1927054418,deepseek-v3,study_design,study_design,,
Smid_2020,https://openalex.org/W1927054418,qwen3,comparison,topic_like,True,"Compares frequentist estimators (discrete time Cox model vs. profile likelihood), aligning with 'frequentist estimation' inclusion terms."
Smid_2020,https://openalex.org/W1927054418,qwen3,intervention,topic_like,False,"The article uses frequentist methods (Cox proportional hazards model, profile likelihood) without any Bayesian estimation techniques. Matches exclusion criteria for 'Bayesian estimation' requirement."
Smid_2020,https://openalex.org/W1927054418,qwen3,outcome,topic_like,True,"Reports efficiency (variance reduction), estimator properties (bias), and convergence, matching 'efficiency', 'bias', 'coverage probability' inclusion terms."
Smid_2020,https://openalex.org/W1927054418,qwen3,population,population_like,True,"The article presents a simulation study with latent trait modeling (latent variables), aligning with 'latent variable model' and 'simulation study' inclusion terms. However, sample size details are un"
Smid_2020,https://openalex.org/W1927054418,qwen3,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1927054418,qwen3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1927054418,qwen3,study_design,study_design,,
Smid_2020,https://openalex.org/W1927054418,kimi-k2,comparison,topic_like,,
Smid_2020,https://openalex.org/W1927054418,kimi-k2,intervention,topic_like,,
Smid_2020,https://openalex.org/W1927054418,kimi-k2,outcome,topic_like,,
Smid_2020,https://openalex.org/W1927054418,kimi-k2,population,population_like,,
Smid_2020,https://openalex.org/W1927054418,kimi-k2,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1927054418,kimi-k2,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1927054418,kimi-k2,study_design,study_design,,
Smid_2020,https://openalex.org/W1927054418,llama4-maverick,comparison,topic_like,,
Smid_2020,https://openalex.org/W1927054418,llama4-maverick,intervention,topic_like,,
Smid_2020,https://openalex.org/W1927054418,llama4-maverick,outcome,topic_like,,
Smid_2020,https://openalex.org/W1927054418,llama4-maverick,population,population_like,,
Smid_2020,https://openalex.org/W1927054418,llama4-maverick,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1927054418,llama4-maverick,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1927054418,llama4-maverick,study_design,study_design,,
Smid_2020,https://openalex.org/W128494557,deepseek-v3,comparison,topic_like,,
Smid_2020,https://openalex.org/W128494557,deepseek-v3,intervention,topic_like,,
Smid_2020,https://openalex.org/W128494557,deepseek-v3,outcome,topic_like,,
Smid_2020,https://openalex.org/W128494557,deepseek-v3,population,population_like,,
Smid_2020,https://openalex.org/W128494557,deepseek-v3,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W128494557,deepseek-v3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W128494557,deepseek-v3,study_design,study_design,,
Smid_2020,https://openalex.org/W128494557,qwen3,comparison,topic_like,,
Smid_2020,https://openalex.org/W128494557,qwen3,intervention,topic_like,,
Smid_2020,https://openalex.org/W128494557,qwen3,outcome,topic_like,,
Smid_2020,https://openalex.org/W128494557,qwen3,population,population_like,,
Smid_2020,https://openalex.org/W128494557,qwen3,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W128494557,qwen3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W128494557,qwen3,study_design,study_design,,
Smid_2020,https://openalex.org/W128494557,kimi-k2,comparison,topic_like,,
Smid_2020,https://openalex.org/W128494557,kimi-k2,intervention,topic_like,,
Smid_2020,https://openalex.org/W128494557,kimi-k2,outcome,topic_like,,
Smid_2020,https://openalex.org/W128494557,kimi-k2,population,population_like,,
Smid_2020,https://openalex.org/W128494557,kimi-k2,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W128494557,kimi-k2,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W128494557,kimi-k2,study_design,study_design,,
Smid_2020,https://openalex.org/W128494557,llama4-maverick,comparison,topic_like,,
Smid_2020,https://openalex.org/W128494557,llama4-maverick,intervention,topic_like,,
Smid_2020,https://openalex.org/W128494557,llama4-maverick,outcome,topic_like,,
Smid_2020,https://openalex.org/W128494557,llama4-maverick,population,population_like,,
Smid_2020,https://openalex.org/W128494557,llama4-maverick,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W128494557,llama4-maverick,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W128494557,llama4-maverick,study_design,study_design,,
Smid_2020,https://openalex.org/W1964485997,deepseek-v3,comparison,topic_like,,
Smid_2020,https://openalex.org/W1964485997,deepseek-v3,intervention,topic_like,,
Smid_2020,https://openalex.org/W1964485997,deepseek-v3,outcome,topic_like,,
Smid_2020,https://openalex.org/W1964485997,deepseek-v3,population,population_like,,
Smid_2020,https://openalex.org/W1964485997,deepseek-v3,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1964485997,deepseek-v3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1964485997,deepseek-v3,study_design,study_design,,
Smid_2020,https://openalex.org/W1964485997,qwen3,comparison,topic_like,,
Smid_2020,https://openalex.org/W1964485997,qwen3,intervention,topic_like,,
Smid_2020,https://openalex.org/W1964485997,qwen3,outcome,topic_like,,
Smid_2020,https://openalex.org/W1964485997,qwen3,population,population_like,,
Smid_2020,https://openalex.org/W1964485997,qwen3,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1964485997,qwen3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1964485997,qwen3,study_design,study_design,,
Smid_2020,https://openalex.org/W1964485997,kimi-k2,comparison,topic_like,,
Smid_2020,https://openalex.org/W1964485997,kimi-k2,intervention,topic_like,,
Smid_2020,https://openalex.org/W1964485997,kimi-k2,outcome,topic_like,,
Smid_2020,https://openalex.org/W1964485997,kimi-k2,population,population_like,,
Smid_2020,https://openalex.org/W1964485997,kimi-k2,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1964485997,kimi-k2,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1964485997,kimi-k2,study_design,study_design,,
Smid_2020,https://openalex.org/W1964485997,llama4-maverick,comparison,topic_like,,
Smid_2020,https://openalex.org/W1964485997,llama4-maverick,intervention,topic_like,,
Smid_2020,https://openalex.org/W1964485997,llama4-maverick,outcome,topic_like,,
Smid_2020,https://openalex.org/W1964485997,llama4-maverick,population,population_like,,
Smid_2020,https://openalex.org/W1964485997,llama4-maverick,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1964485997,llama4-maverick,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1964485997,llama4-maverick,study_design,study_design,,
Smid_2020,https://openalex.org/W1994114295,deepseek-v3,comparison,topic_like,,
Smid_2020,https://openalex.org/W1994114295,deepseek-v3,intervention,topic_like,,
Smid_2020,https://openalex.org/W1994114295,deepseek-v3,outcome,topic_like,,
Smid_2020,https://openalex.org/W1994114295,deepseek-v3,population,population_like,,
Smid_2020,https://openalex.org/W1994114295,deepseek-v3,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1994114295,deepseek-v3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1994114295,deepseek-v3,study_design,study_design,,
Smid_2020,https://openalex.org/W1994114295,qwen3,comparison,topic_like,,Mentions validation approaches but does not explicitly compare Bayesian vs frequentist methods. Discusses synthetic validity paradigms without direct reference to frequentist estimation techniques lik
Smid_2020,https://openalex.org/W1994114295,qwen3,intervention,topic_like,False,"Abstract contains no mention of Bayesian estimation, Bayesian structural equation modeling, MCMC, or any other Bayesian methods listed in intervention criteria."
Smid_2020,https://openalex.org/W1994114295,qwen3,outcome,topic_like,False,"Abstract lacks quantifiable outcomes like parameter bias, convergence rates, or coverage probabilities. Focuses on methodological conformity to guidelines rather than performance metrics."
Smid_2020,https://openalex.org/W1994114295,qwen3,population,population_like,,"Abstract does not mention sample size or small sample terminology (n < 200), sparse data, or limited observations. Describes methodological approaches but no explicit population criteria."
Smid_2020,https://openalex.org/W1994114295,qwen3,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1994114295,qwen3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1994114295,qwen3,study_design,study_design,,
Smid_2020,https://openalex.org/W1994114295,kimi-k2,comparison,topic_like,,
Smid_2020,https://openalex.org/W1994114295,kimi-k2,intervention,topic_like,,
Smid_2020,https://openalex.org/W1994114295,kimi-k2,outcome,topic_like,,
Smid_2020,https://openalex.org/W1994114295,kimi-k2,population,population_like,,
Smid_2020,https://openalex.org/W1994114295,kimi-k2,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1994114295,kimi-k2,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1994114295,kimi-k2,study_design,study_design,,
Smid_2020,https://openalex.org/W1994114295,llama4-maverick,comparison,topic_like,,
Smid_2020,https://openalex.org/W1994114295,llama4-maverick,intervention,topic_like,,
Smid_2020,https://openalex.org/W1994114295,llama4-maverick,outcome,topic_like,,
Smid_2020,https://openalex.org/W1994114295,llama4-maverick,population,population_like,,
Smid_2020,https://openalex.org/W1994114295,llama4-maverick,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1994114295,llama4-maverick,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1994114295,llama4-maverick,study_design,study_design,,
Smid_2020,https://openalex.org/W1989700372,deepseek-v3,comparison,topic_like,,
Smid_2020,https://openalex.org/W1989700372,deepseek-v3,intervention,topic_like,,
Smid_2020,https://openalex.org/W1989700372,deepseek-v3,outcome,topic_like,,
Smid_2020,https://openalex.org/W1989700372,deepseek-v3,population,population_like,,
Smid_2020,https://openalex.org/W1989700372,deepseek-v3,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1989700372,deepseek-v3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1989700372,deepseek-v3,study_design,study_design,,
Smid_2020,https://openalex.org/W1989700372,qwen3,comparison,topic_like,,
Smid_2020,https://openalex.org/W1989700372,qwen3,intervention,topic_like,,
Smid_2020,https://openalex.org/W1989700372,qwen3,outcome,topic_like,,
Smid_2020,https://openalex.org/W1989700372,qwen3,population,population_like,,
Smid_2020,https://openalex.org/W1989700372,qwen3,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1989700372,qwen3,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1989700372,qwen3,study_design,study_design,,
Smid_2020,https://openalex.org/W1989700372,kimi-k2,comparison,topic_like,,
Smid_2020,https://openalex.org/W1989700372,kimi-k2,intervention,topic_like,,
Smid_2020,https://openalex.org/W1989700372,kimi-k2,outcome,topic_like,,
Smid_2020,https://openalex.org/W1989700372,kimi-k2,population,population_like,,
Smid_2020,https://openalex.org/W1989700372,kimi-k2,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1989700372,kimi-k2,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1989700372,kimi-k2,study_design,study_design,,
Smid_2020,https://openalex.org/W1989700372,llama4-maverick,comparison,topic_like,,
Smid_2020,https://openalex.org/W1989700372,llama4-maverick,intervention,topic_like,,
Smid_2020,https://openalex.org/W1989700372,llama4-maverick,outcome,topic_like,,
Smid_2020,https://openalex.org/W1989700372,llama4-maverick,population,population_like,,
Smid_2020,https://openalex.org/W1989700372,llama4-maverick,study_design_exclude,topic_like,,
Smid_2020,https://openalex.org/W1989700372,llama4-maverick,study_design_include,topic_like,,
Smid_2020,https://openalex.org/W1989700372,llama4-maverick,study_design,study_design,,
Muthu_2021,https://openalex.org/W2033646110,deepseek-v3,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,deepseek-v3,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,deepseek-v3,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,deepseek-v3,population,population_like,,
Muthu_2021,https://openalex.org/W2033646110,deepseek-v3,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,deepseek-v3,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,deepseek-v3,study_design,study_design,,
Muthu_2021,https://openalex.org/W2033646110,qwen3,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,qwen3,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,qwen3,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,qwen3,population,population_like,,
Muthu_2021,https://openalex.org/W2033646110,qwen3,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,qwen3,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,qwen3,study_design,study_design,,
Muthu_2021,https://openalex.org/W2033646110,kimi-k2,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,kimi-k2,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,kimi-k2,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,kimi-k2,population,population_like,,
Muthu_2021,https://openalex.org/W2033646110,kimi-k2,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,kimi-k2,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,kimi-k2,study_design,study_design,,
Muthu_2021,https://openalex.org/W2033646110,llama4-maverick,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,llama4-maverick,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,llama4-maverick,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,llama4-maverick,population,population_like,,
Muthu_2021,https://openalex.org/W2033646110,llama4-maverick,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,llama4-maverick,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2033646110,llama4-maverick,study_design,study_design,,
Muthu_2021,https://openalex.org/W2553554933,deepseek-v3,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,deepseek-v3,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,deepseek-v3,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,deepseek-v3,population,population_like,,
Muthu_2021,https://openalex.org/W2553554933,deepseek-v3,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,deepseek-v3,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,deepseek-v3,study_design,study_design,,
Muthu_2021,https://openalex.org/W2553554933,qwen3,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,qwen3,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,qwen3,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,qwen3,population,population_like,,
Muthu_2021,https://openalex.org/W2553554933,qwen3,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,qwen3,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,qwen3,study_design,study_design,,
Muthu_2021,https://openalex.org/W2553554933,kimi-k2,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,kimi-k2,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,kimi-k2,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,kimi-k2,population,population_like,,
Muthu_2021,https://openalex.org/W2553554933,kimi-k2,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,kimi-k2,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,kimi-k2,study_design,study_design,,
Muthu_2021,https://openalex.org/W2553554933,llama4-maverick,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,llama4-maverick,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,llama4-maverick,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,llama4-maverick,population,population_like,,
Muthu_2021,https://openalex.org/W2553554933,llama4-maverick,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,llama4-maverick,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2553554933,llama4-maverick,study_design,study_design,,
Muthu_2021,https://openalex.org/W1769868222,deepseek-v3,comparison,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,deepseek-v3,intervention,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,deepseek-v3,outcome,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,deepseek-v3,population,population_like,,
Muthu_2021,https://openalex.org/W1769868222,deepseek-v3,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,deepseek-v3,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,deepseek-v3,study_design,study_design,,
Muthu_2021,https://openalex.org/W1769868222,qwen3,comparison,topic_like,False,compared with historical series using reusable instrumentation (explicitly excluded under comparison criteria)
Muthu_2021,https://openalex.org/W1769868222,qwen3,intervention,topic_like,True,use of SteriSpine™ PS Pedicle Screw System as single-use instrumentation
Muthu_2021,https://openalex.org/W1769868222,qwen3,outcome,topic_like,True,reported surgical site infection rate and Oswestry Disability Index improvement
Muthu_2021,https://openalex.org/W1769868222,qwen3,population,population_like,True,"study included patients undergoing lumbar fusion for degenerative disc disease, canal stenosis, or degenerative spondylolisthesis"
Muthu_2021,https://openalex.org/W1769868222,qwen3,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,qwen3,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,qwen3,study_design,study_design,,
Muthu_2021,https://openalex.org/W1769868222,kimi-k2,comparison,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,kimi-k2,intervention,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,kimi-k2,outcome,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,kimi-k2,population,population_like,,
Muthu_2021,https://openalex.org/W1769868222,kimi-k2,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,kimi-k2,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,kimi-k2,study_design,study_design,,
Muthu_2021,https://openalex.org/W1769868222,llama4-maverick,comparison,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,llama4-maverick,intervention,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,llama4-maverick,outcome,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,llama4-maverick,population,population_like,,
Muthu_2021,https://openalex.org/W1769868222,llama4-maverick,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,llama4-maverick,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W1769868222,llama4-maverick,study_design,study_design,,
Muthu_2021,https://openalex.org/W2082184155,deepseek-v3,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,deepseek-v3,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,deepseek-v3,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,deepseek-v3,population,population_like,,
Muthu_2021,https://openalex.org/W2082184155,deepseek-v3,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,deepseek-v3,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,deepseek-v3,study_design,study_design,,
Muthu_2021,https://openalex.org/W2082184155,qwen3,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,qwen3,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,qwen3,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,qwen3,population,population_like,,
Muthu_2021,https://openalex.org/W2082184155,qwen3,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,qwen3,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,qwen3,study_design,study_design,,
Muthu_2021,https://openalex.org/W2082184155,kimi-k2,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,kimi-k2,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,kimi-k2,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,kimi-k2,population,population_like,,
Muthu_2021,https://openalex.org/W2082184155,kimi-k2,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,kimi-k2,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,kimi-k2,study_design,study_design,,
Muthu_2021,https://openalex.org/W2082184155,llama4-maverick,comparison,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,llama4-maverick,intervention,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,llama4-maverick,outcome,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,llama4-maverick,population,population_like,,
Muthu_2021,https://openalex.org/W2082184155,llama4-maverick,study_design_exclude,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,llama4-maverick,study_design_include,topic_like,,
Muthu_2021,https://openalex.org/W2082184155,llama4-maverick,study_design,study_design,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,deepseek-v3,comparison,topic_like,null,The abstract does not mention any comparison or control group.
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,deepseek-v3,intervention,topic_like,true,The article explicitly mentions 'D-penicillamine'.
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,deepseek-v3,outcome,topic_like,null,"The abstract describes a diagnostic challenge and the cause of hypoventilation, but does not report on the specified clinical outcomes (e.g., survival, hepatic function, neurological status)."
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,deepseek-v3,population,population_like,false,"The article describes patients with rheumatoid arthritis and chronic obstructive lung disease. The drug D-penicillamine is mentioned as a treatment for rheumatoid arthritis, Wilson's disease, and cyst"
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,deepseek-v3,study_design_exclude,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,deepseek-v3,study_design_include,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,deepseek-v3,study_design,study_design,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,qwen3,comparison,topic_like,False,No comparator group mentioned - study describes two case reports without controlled comparisons.
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,qwen3,intervention,topic_like,True,"Title and abstract explicitly mention D-penicillamine, which is listed in Intervention Include terms."
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,qwen3,outcome,topic_like,True,"Describes adverse event (myasthenia gravis) resolution following drug discontinuation, matching 'Adverse event rates' and 'Treatment withdrawal due to adverse effects' in Outcome Include terms."
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,qwen3,population,population_like,False,"Abstract states patients had rheumatoid arthritis and COPD, not Wilson disease. Drug (D-penicillamine) is used for Wilson disease, but patients did not have this condition."
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,qwen3,study_design_exclude,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,qwen3,study_design_include,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,qwen3,study_design,study_design,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,kimi-k2,comparison,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,kimi-k2,intervention,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,kimi-k2,outcome,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,kimi-k2,population,population_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,kimi-k2,study_design_exclude,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,kimi-k2,study_design_include,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,kimi-k2,study_design,study_design,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,llama4-maverick,comparison,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,llama4-maverick,intervention,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,llama4-maverick,outcome,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,llama4-maverick,population,population_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,llama4-maverick,study_design_exclude,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,llama4-maverick,study_design_include,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W1966777286,llama4-maverick,study_design,study_design,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,deepseek-v3,comparison,topic_like,False,"The abstract does not mention any comparisons between therapies such as zinc, penicillamine, or trientine."
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,deepseek-v3,intervention,topic_like,False,"The abstract discusses establishing a nonprofit manufacturer as a market-based solution, with no mention of penicillamine, trientine, zinc, chelation therapy, or other specified interventions."
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,deepseek-v3,outcome,topic_like,False,"The abstract discusses stimulating competition and ensuring a stable supply, with no mention of mortality, hepatic function, neurological status, or other specified clinical outcomes."
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,deepseek-v3,population,population_like,False,"The title and abstract discuss generic-drug markets and essential drugs, with no mention of Wilson disease or related conditions."
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,deepseek-v3,study_design_exclude,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,deepseek-v3,study_design_include,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,deepseek-v3,study_design,study_design,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,qwen3,comparison,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,qwen3,intervention,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,qwen3,outcome,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,qwen3,population,population_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,qwen3,study_design_exclude,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,qwen3,study_design_include,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,qwen3,study_design,study_design,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,kimi-k2,comparison,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,kimi-k2,intervention,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,kimi-k2,outcome,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,kimi-k2,population,population_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,kimi-k2,study_design_exclude,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,kimi-k2,study_design_include,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,kimi-k2,study_design,study_design,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,llama4-maverick,comparison,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,llama4-maverick,intervention,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,llama4-maverick,outcome,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,llama4-maverick,population,population_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,llama4-maverick,study_design_exclude,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,llama4-maverick,study_design_include,topic_like,,
Appenzeller-Herzog_2019,https://openalex.org/W2803594708,llama4-maverick,study_design,study_design,,
Appenzeller-Herzog_2019,https://openalex.org/W2018097583,deepseek-v3,comparison,topic_like,,No specific comparison between therapies is described in the abstract.
Appenzeller-Herzog_2019,https://openalex.org/W2018097583,deepseek-v3,intervention,topic_like,False,In der vorliegenden Ubersichtsarbeit wird das derzeitige Wissen ... zusammengefast und jeweils uber deren ... Therapie ... referiert.
Appenzeller-Herzog_2019,https://openalex.org/W2018097583,deepseek-v3,outcome,topic_like,,No specific outcomes are reported; the abstract summarizes general knowledge on prognosis.
Appenzeller-Herzog_2019,https://openalex.org/W2018097583,deepseek-v3,population,population_like,True,M. Wilson
