sample_id,dataset,record_id,title,abstract,source,pico_criteria_summary,true_label,models_called,sprt_early_stop
S036,Appenzeller-Herzog_2019,https://openalex.org/W2007497252,MR image mimicking the “eye of the tiger” sign in Wilson’s disease,"Dear Sirs,  The eye of the tiger sign (EOT), seen on T2 sequences of magnetic resonance imaging (MRI), is considered pathognomonic for neurodegeneration with brain iron accumulation type 1 (NBIA1, previously known as Hallervorden–Spatz syndrome) [1–3]. This sign is described as low signal intensity in both globi pallidi (due to iron accumulation) that surrounds a central region of high signal intensity (caused by gliosis, edema, and neuronal loss with subsequent secondary vacuolization and cavitation) [1–3]. It has been occasionally reported in neurodegenerative disorders other than NBIA1, including neuroferritinopathy, progressive supranuclear palsy, multisystem atrophy, pure akinesia, and corticobasal degeneration [1–3]. Here, we describe the first case of EOT-like MRI appearance in a 41-year-old man with Wilson’s disease.  At the age of 24 years, the patient developed dysarthria, oromandibular dystonia, gait disturbances, and positional hand tremor. One year later he was diagnosed with Wilson’s disease, based on the presence of Kayser–Fleischer ring and abnormal copper metabolism [i.e. decreased serum ceruloplasmin (8.2 mg/dL, normal 25–45) and serum copper (30 μg/dL, normal 70–140 μg/dL) combined with increased copper urinary excretion (664 μg/24 h, normal 0–50)]. Genetic examination confirmed compound heterozygosity, with ATP7B mutations in exon 13 (G988R) and in exon 7 (IVS7 + 3A>G). After introduction of 1000 mg/day d-penicillamine, the patient gradually improved. In 2013 his remaining symptoms were only slight dysarthria and oromandibular dystonia (occasionally grimacing). The Kayser–Fleischer rings were no longer present. However, a routine control brain MRI revealed abnormalities very similar to EOT sign (Fig. 1).    Fig. 1  The MR image mimicking the “eye of the tiger” sign in T2-weighted magnetic resonance sequences; bilateral hypointensity in both putaminal regions and lateral parts of globi pallidi, with a central hyperintensity (black arrows)    The difference was that hypointensity tended to localize in the lateral part of the globus pallidus and putamen instead of the medial part of the globus pallidus. Subsequent MR spectroscopy showed that the mean N-acetyloaspartate/creatine ratio (TE-144mS) in the globus pallidus was 1.55, and the mean choline/creatine ratio (TE-144 mS) was 1.10 (Fig. 2a). In the normal appearing control region, the values were 2.37 and 1.08, respectively (Fig. 2b), which may reflect neuronal loss in the affected area. Noteworthy, the patient has no co-morbidities, does not drink alcohol and had no occupational risk factors for tissue metal accumulation. Normal levels of serum iron metabolism markers (ferritin, iron, total iron binding capacity) combined with the early age of the disease onset, lack of anemia and diabetes allowed to exclude aceruloplasminemia and neuroferritinopathy. The lack of acanthocytosis, pigmentary retinopathy, hypoprobetalipoproteinemia, and good response to d-penicillamine with no subsequent progression over 15 years allowed us to exclude NBIA1. The patient's brother was diagnosed with hepatic Wilson’s disease without any neurological signs at 28 years of age.    Fig. 2  The magnetic brain spectroscopy from: a unaffected structures in the right temporal lobe; b central, hyperintensive part of “eye of the tiger” sign showing markedly decreased N-acetyloaspartate in the globus pallidus as a results of reactive ...    Wilson’s disease is a treatable, inherited disorder leading to pathological copper accumulation that damages affected organs, especially the liver and brain. It has been suggested that disturbances of iron metabolism occur in the liver of Wilson’s disease patients, as copper-dependent enzymes are also involved in its metabolic pathways [4]. In a recent post-mortem study we demonstrated that iron accumulates also in the brain [5]. As the EOT sign suggests accumulation of iron [2, 3, 6, 7], its increased concentration in the basal ganglia of the reported patient appeared to be particularly pronounced. However, the exact role of iron-metabolism disturbances in Wilson’s disease is still unknown and further studies are needed. Considering that patients with EOT sign may occasionally have conditions other than NBIA1, it is advisable to carry out careful differential diagnosis in order not to miss a condition that can be effectively treated.",hr,"Comparison: Zinc acetate, Galzin, Zinc sulfate; Intervention: Penicillamine, D-penicillamine, Cuprimine; Outcome: All-cause mortality, Liver-related mortality, Neurological deterioration; Population: Wilson disease, Hepatolenticular degeneration, Copper storage disease; Study_Design_Exclude: ; Study",0,2,True
S037,Appenzeller-Herzog_2019,https://openalex.org/W2152511204,Cellular Copper Transport and Metabolism,"The transport and cellular metabolism of Cu depends on a series of membrane proteins and smaller soluble peptides that comprise a functionally integrated system for maintaining cellular Cu homeostasis. Inward transport across the plasma membrane appears to be a function of integral membrane proteins that form the channels that select Cu ions for passage. Two membrane-bound Cu-transporting ATPase enzymes, ATP7A and ATP7B, the products of the Menkes and Wilson disease genes, respectively, catalyze an ATP-dependent transfer of Cu to intracellular compartments or expel Cu from the cell. ATP7A and ATP7B work in concert with a series of smaller peptides, the copper chaperones, that exchange Cu at the ATPase sites or incorporate the Cu directly into the structure of Cu-dependent enzymes such as cytochrome c oxidase and Cu, Zn superoxide dismutase. These mechanisms come into play in response to a high influx of Cu or during the course of normal Cu metabolism.",hr,"Comparison: Zinc acetate, Galzin, Zinc sulfate; Intervention: Penicillamine, D-penicillamine, Cuprimine; Outcome: All-cause mortality, Liver-related mortality, Neurological deterioration; Population: Wilson disease, Hepatolenticular degeneration, Copper storage disease; Study_Design_Exclude: ; Study",0,2,True
S038,Appenzeller-Herzog_2019,https://openalex.org/W2086306720,Diagnosis of Allergic Drug Reaction,,auto_exclude,"Comparison: Zinc acetate, Galzin, Zinc sulfate; Intervention: Penicillamine, D-penicillamine, Cuprimine; Outcome: All-cause mortality, Liver-related mortality, Neurological deterioration; Population: Wilson disease, Hepatolenticular degeneration, Copper storage disease; Study_Design_Exclude: ; Study",0,2,True
S039,van_de_Schoot_2018,https://openalex.org/W2536016190,"The impact of gender, non-military trauma and combat exposure on the development of Post-Traumatic Stress Disorder (PTSD) in the Mid-Atlantic Mental Illness Research, Education, and Clinical Center (MA-MIRECC)","Post-Traumatic Stress Disorder (PTSD) is a significant public health concern, both in the United States and internationally, as well as in civilian populations and among those who serve their country in the military. Those who are exposed to a number of different kinds of potentially traumatic events are at risk of developing Post-Traumatic Stress Disorder. A number of factors, however, have been identified that may put certain people at an increased risk for developing Post-Traumatic Stress Disorder. These factors include, but are not limited to, female gender, having been exposed to multiple traumatic events throughout one's life, being exposed to certain types of potentially traumatic events, and being exposed to military combat. The present study was a secondary analyses of a sample of veterans returning from serving in Operation Iraqi Freedom/Operation Enduring Freedom/Operation New Dawn, who were surveyed as part of the multisite Department of Veterans Affairs Mid-Atlantic VISN-6 Mental Illness Research, Education and Clinical Centers (MIRECC). The present study examined the role of gender in the development of Post-Traumatic Stress Disorder, whether those who have been exposed to potentially traumatic non-combat events, and combat, are more likely to experience Post-Traumatic Stress Disorder, and whether gender and non-combat trauma act synergistically in predicting Post-Traumatic Stress Disorder. When examined along with demographic factors, including age, race, marital status, working status, and education status, gender did not add to the prediction of PTSD above the contribution of demographic variables such as age race, marital status. When controlling for non-combat trauma and combat exposure, gender was found to significantly predict PTSD. And while these three variables independently predicted PTSD, the interaction of non-combat trauma and combat exposure did not vary meaningfully according to gender. Finally, when considering different levels of combat exposure, gender did not significantly predict PTSD based on the extent of combat experienced. Given the lack of consensus in the broader literature, the present study's findings have important implications regarding clarifying the relationship between gender and Post-Traumatic Stress Disorder and may increase understanding regarding the mechanisms behind any gender differences in Post-Traumatic Stress Disorder. (PsycINFO Database Record (c) 2014 APA, all rights reserved)",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S040,van_de_Schoot_2018,https://openalex.org/W2097814478,Best practices for missing data management in counseling psychology.,"This article urges counseling psychology researchers to recognize and report how missing data are handled, because consumers of research cannot accurately interpret findings without knowing the amount and pattern of missing data or the strategies that were used to handle those data. Patterns of missing data are reviewed, and some of the common strategies for dealing with them are described. The authors provide an illustration in which data were simulated and evaluate 3 methods of handling missing data: mean substitution, multiple imputation, and full information maximum likelihood. Results suggest that mean substitution is a poor method for handling missing data, whereas both multiple imputation and full information maximum likelihood are recommended alternatives to this approach. The authors suggest that researchers fully consider and report the amount and pattern of missing data and the strategy for handling those data in counseling psychology research and that editors advise researchers of this expectation.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S041,van_de_Schoot_2018,https://openalex.org/W2044059222,"Post-traumatic stress disorder, drug dependence, and suicidality among male Vietnam veterans with a history of heavy drug use","This study examines the roles of post-traumatic stress disorder (PTSD) and drug dependence in non-fatal suicidality, i.e., suicidal ideation and suicide attempt, among Vietnam veterans in their adult years. The sample includes male veterans deployed to Vietnam, including an oversample of those who tested positive for opiates at their return ( n = 642). PTSD, substance abuse, suicidality, and other psychopathology are analyzed using three waves of survey and military data covering the time period from early adolescence to middle adulthood. Measures include the onset and recency of each of the lifetime DSM-IV PTSD symptom criteria, and yearly symptom measures of DSM-IV dependence for alcohol and eight classes of psychoactive substances. Survival and hazard models are applied to assess the effects of drug dependence, PTSD, and other psychopathology on the duration of suicidality. Longitudinal models estimate the casual relationships among PTSD, drug dependence, and suicidality over a 25-year period. Results show evidence of strong continuity of PTSD, drug dependence, and suicidality over time. The causal role of drug dependence on PTSD and suicidality is limited to young adulthood. Evidence is stronger for self-medication in later adulthood. The results indicate that a life course perspective is needed for the combined treatment of PTSD and drug dependence for severely traumatized populations.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S042,van_de_Schoot_2018,https://openalex.org/W1984222977,"Validating female psychopathy subtypes: Differences in personality, antisocial and violent behavior, substance abuse, trauma, and mental health.","Recent empirical investigations utilizing male prisoners have begun to validate clinical conceptualizations of primary and secondary psychopathy subtypes. We extended this literature by identifying similar psychopathic subtypes in female prisoners on the basis of personality structure using model-based cluster analysis. Secondary psychopaths (n = 39) were characterized by personality traits of negative emotionality and low behavioral constraint, an early onset of antisocial and criminal behavior, greater substance use and abuse, more violent behavior and institutional misconduct, and more mental health problems, including symptoms of posttraumatic stress disorder and suicide attempts. Primary psychopaths (n = 31) exhibited few distinguishing personality features but were prolific criminals especially in regards to nonviolent crime, and exhibited relatively few mental health problems despite substantial exposure to traumatic events. The results support alternative etiological pathways to antisocial and criminal behavior that are evident in personality structure as well as gender similarities and differences in the manifestation of psychopathic personalities.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S043,van_de_Schoot_2018,https://openalex.org/W2145588251,Afectaciones psicológicas de niños y adolescentes expuestos al conflicto armado en una zona rural de Colombia.,"Se determinaron las afectaciones psicológicas de 284 niños y adolescentes expuestos al conflicto armado en una zona rural colombiana, seleccionados mediante un muestreo aleatorio por afijación proporcional. Los instrumentos aplicados fueron: la Lista de chequeo de comportamiento infantil, el Auto-reporte de comportamientos de jóvenes, la Lista de síntomas postraumáticos, la Escala de estrategias de afrontamiento para adolescentes y la Escala de resiliencia para escolares. El 72% de la población presentó afectaciones psicológicas: el 64.4%, conductas internalizadas, el 47%, conductas externalizadas en rango clínico. El 32%, problemas somáticos; el 56%, se encontraba en riesgo de estrés postraumático, y el 93% consumía alcohol en grado moderado. La estrategia de afrontamiento más utilizada era dejar que las cosas se arreglaran solas. Se encontró una alta necesidad de atención en salud. Ser hombre constituyó un factor de riesgo de depresión, agresión y problemas sociales en los niños. A su vez, tener hasta doce años y estar cursando un grado escolar bajo, lo fue para los síntomas somáticos en adolescentes. Los resultados evidenciaron la afectación en la salud mental de los participantes.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S044,van_de_Schoot_2018,https://openalex.org/W2024072460,Hippocampal volume in aging combat veterans with and without post-traumatic stress disorder: Relation to risk and resilience factors,"To examine whether there are post-traumatic stress disorder (PTSD) related differences in hippocampal volume in middle-aged and elderly veterans and to examine the relationship of neuroendocrine activity, memory performance, and measures of risk and resilience for PTSD to hippocampal volume in this cohort.Seventeen veterans with chronic PTSD and 16 veterans without chronic PTSD received an MRI scan followed by neuroendocrine assessment (24-h urinary cortisol excretion and the lysozyme IC(50-DEX), a measure of glucocorticoid receptor (GR) responsiveness), and cognitive testing.Veterans with PTSD did not differ from those without PTSD in hippocampal volume, but they did show significantly lower urinary cortisol levels, and poorer memory performance on the Wechsler Logical Memory test and Digit Span test. Smaller left hippocampal volumes were observed in veterans who developed PTSD in response to their first reported traumatic exposure, compared to veterans who had first experienced a traumatic event to which they did not develop PTSD, prior to experiencing a subsequent event that led to PTSD. In contrast, the two neuroendocrine measures were associated with risk factors related to early trauma exposure.Although hippocampal volume was not found to differ between subjects with and without PTSD, smaller hippocampal volumes in PTSD may be associated with specific risk and resilience factors. These may be distinct from vulnerability markers associated with increased responsiveness to glucocorticoids and/or other neuroendocrine measures that have been observed in combat-related PTSD.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S045,van_de_Schoot_2018,https://openalex.org/W2066913399,Stressful life events and predictors of post-traumatic growth among high-risk early emerging adults,"Stressful life events (SLEs) may elicit positive psychosocial change among youth, referred to as Post-traumatic Growth (PTG). We assessed types of SLEs experienced, degree to which participants reported PTG, and variables predicting PTG across 24 months among a sample of high risk, ethnically diverse early emerging adults. Participants were recruited from alternative high schools (n = 564; mean age=16.8; 65% Hispanic). Multi-level regression models were constructed to examine the impact of environmental (SLE quantity, severity) and personal factors (hedonic ability, perceived stress, developmental stage, future time orientation) on a composite score of PTG. The majority of participants reported positive changes resulted from their most life-altering SLE of the past two years. Predictors of PTG included fewer SLEs, less general stress, having a future time perspective, and greater identification with the developmental stage of Emerging Adulthood. Findings suggest intervention targets to foster positive adaptation among early emerging adults who experience frequent SLEs.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S046,van_de_Schoot_2018,https://openalex.org/W2188367001,Clarifying Heterogeneity of Daytime and Nighttime Symptoms of Posttraumatic Stress in Combat Veterans With Insomnia,"Daytime and nighttime symptoms of posttraumatic stress disorder (PTSD) are common among combat veterans and military service members. However, there is a great deal of heterogeneity in how symptoms are expressed. Clarifying the heterogeneity of daytime and nighttime PTSD symptoms through exploratory clustering may generate hypotheses regarding ways to optimally match evidence-based treatments to PTSD symptom profiles. We used mixture modeling to reveal clusters based on six daytime and nighttime symptoms of 154 combat veterans with insomnia and varying levels of PTSD symptoms. Three clusters with increasing symptom severity were identified (N1=50, N2=70, N3=34). These results suggest that, among veterans with insomnia, PTSD symptoms tend to exist on a continuum of severity, rather than as a categorical PTSD diagnosis. Hypotheses regarding possible targeted treatment strategies for veterans within each identified cluster, as well as ways to generalize these methods to other groups within the military, are discussed.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S047,van_de_Schoot_2018,https://openalex.org/W2079008625,Heat stress-responsive transcriptome analysis in heat susceptible and tolerant wheat (Triticum aestivum L.) by using Wheat Genome Array,"Abstract Background Wheat is a major crop in the world, and the high temperature stress can reduce the yield of wheat by as much as 15%. The molecular changes in response to heat stress are poorly understood. Using GeneChip ® Wheat Genome Array, we analyzed genome-wide gene expression profiles in the leaves of two wheat genotypes, namely, heat susceptible 'Chinese Spring' (CS) and heat tolerant 'TAM107' (TAM). Results A total of 6560 (~10.7%) probe sets displayed 2-fold or more changes in expression in at least one heat treatment ( f alse d iscovery r ate, FDR, α = 0.001). Except for heat shock protein (HSP) and heat shock factor (HSF) genes, these putative heat responsive genes encode transcription factors and proteins involved in phytohormone biosynthesis/signaling, calcium and sugar signal pathways, RNA metabolism, ribosomal proteins, primary and secondary metabolisms, as well as proteins related to other stresses. A total of 313 probe sets were differentially expressed between the two genotypes, which could be responsible for the difference in heat tolerance of the two genotypes. Moreover, 1314 were differentially expressed between the heat treatments with and without pre-acclimation, and 4533 were differentially expressed between short and prolonged heat treatments. Conclusion The differences in heat tolerance in different wheat genotypes may be associated with multiple processes and mechanisms involving HSPs, transcription factors, and other stress related genes. Heat acclimation has little effects on gene expression under prolonged treatments but affects gene expression in wheat under short-term heat stress. The heat stress responsive genes identified in this study will facilitate our understanding of molecular basis for heat tolerance in different wheat genotypes and future improvement of heat tolerance in wheat and other cereals.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S048,van_de_Schoot_2018,https://openalex.org/W1996693130,Psychiatric Comorbidity of Full and Partial Posttraumatic Stress Disorder Among Older Adults in the United States: Results From Wave 2 of the National Epidemiologic Survey on Alcohol and Related Conditions,"<h3>Objectives</h3> To present findings on the prevalence, correlates, and psychiatric comorbidity of Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition posttraumatic stress disorder (PTSD) and partial PTSD in a nationally representative sample of U.S. older adults. <h3>Design, Setting, and Participants</h3> Face-to-face interviews with 9,463 adults age 60 years and older in the Wave 2 National Epidemiologic Survey on Alcohol and Related Conditions. <h3>Measurements</h3> Sociodemographic correlates; worst stressful experiences; comorbid lifetime mood, anxiety, substance use, and personality disorders; psychosocial functioning; and suicide attempts. <h3>Results</h3> Lifetime prevalences ± standard errors of PTSD and partial PTSD were 4.5% ± 0.25 and 5.5% ± 0.27, respectively. Rates were higher in women (5.7% ± 0.37 and 6.5% ± 0.39) than in men (3.1% ± 0.31 and 4.3% ± 0.37). Older adults with PTSD most frequently identified unexpected death of someone close, serious illness or injury to someone close, and their own serious or life-threatening illness as their worst stressful events. Older adults exposed to trauma but without full or partial PTSD and respondents with partial PTSD most often identified unexpected death of someone close, serious illness or injury to someone close, and indirect experience of 9/11 as their worst events. PTSD was associated with elevated odds of lifetime mood, anxiety, drug use, and borderline and narcissistic personality disorders and decreased psychosocial functioning. Partial PTSD was associated with elevated odds of mood, anxiety, and narcissistic and schizotypal personality disorders and poorer psychosocial functioning relative to older adults exposed to trauma but without full or partial PTSD. <h3>Conclusions</h3> PTSD among older adults in the United States is slightly more prevalent than previously reported and is associated with considerable psychiatric comorbidity and psychosocial dysfunction. Partial PTSD is associated with significant psychiatric comorbidity, particularly with mood and other anxiety disorders.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S049,van_de_Schoot_2018,https://openalex.org/W1981812147,Origin of chordate peptides by horizontal protozoan gene transfer in early metazoans and protists: Evolution of the teneurin C-terminal associated peptides (TCAP),"► The teneurin C-terminal associated peptides (TCAP) are a highly conserved signaling peptide family. ► TCAP and the teneurin–proprotein system play a major role in neurological development, processing and regulation of stress. ► The TCAP-teneurin system originated in the metazoan by a horizontal gene transfer event in a choanoflagellate. The teneurin C-terminal associated peptides (TCAP) are found at the extracellular face in C-terminal region of the teneurin transmembrane proteins. One of these peptides, TCAP-1 is independently transcribed as a smaller bioactive peptide that possesses a number of stress response-attenuating activities. The teneurin-TCAP system appears to be the result of a horizontal gene transfer from a prokaryotic proteinaceous polymorphic toxin to a choanoflagellate. In a basal metazoan, the TCAP region has been modified from a toxin to a soluble intercellular signaling system. New studies indicate that the teneurin-TCAP system form a complex signaling system associated with adhesion, cytoskeletal regulation and intracellular signaling. TCAP-1 is highly conserved in all vertebrates and in mammals, inhibits corticotropin-releasing factor (CRF)-associated stress. Using the TCAP-teneurin system as a model, it is likely that numerous peptide systems in the Chordata began as a result of horizontal gene transfer from prokaryotes early in metazoan ancestry.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S050,van_de_Schoot_2018,https://openalex.org/W2134587054,The effect of strategies of personal resilience on depression recovery in an Australian cohort: A mixed methods study,"Strategies of personal resilience enable successful adaptation in adversity. Among patients experiencing depression symptoms, we explored which personal resilience strategies they find most helpful and tested the hypothesis that use of these strategies improves depression recovery. We used interview and survey data from the Diagnosis, Management and Outcomes of Depression in Primary Care 2005 cohort of patients experiencing depression symptoms in Victoria, Australia. A total of 564 participants answered a computer-assisted telephone interview question at 12 months follow-up, about what they found most helpful for their depression, stress or worries. Depressive disorder and severity were measured at annual follow-up using the Composite International Diagnostic Interview and the Patient Health Questionnaire self-rating questionnaire. Using interview responses, we categorised participants as users or not of strategies of personal resilience, specifically, drawing primarily on expanding their own inner resources or pre-existing relationships: 316 (56%) were categorised as primarily users of personal resilience strategies. Of these, 193 (61%) reported expanding inner resources, 79 (25%) drawing on relationships and 44 (14%) reported both. There was no association between drawing on relationships and depression outcome. There was evidence supporting an association between expanding inner resources and depression outcome: 25 per cent of users having major depressive disorder 1 year later compared to 38 per cent of non-users (adjusted odds ratio: 0.59, confidence interval: 0.36–0.97). This is the first study to show improved outcome for depression for those who identify as most helpful the use of personal resilience strategies. The difference in outcome is important as expanding inner resources includes a range of low intensity, yet commonly available strategies.",hr,"Comparison: Default Prior, Non-Informative Prior, Vague Prior; Factor: Informed Priors, Expert Elicitation, Systematic Literature Review; Features/Characteristics: PTSD symptom trajectories, trajectory patterns, predictors of PTSD trajectory; Intervention/Analysis Method: Bayesian analysis, Bayesian",0,2,True
S051,Moran_2021,https://openalex.org/W2560119144,The behavioural consequences of translocation: how do invasive cane toads (Rhinella marina) respond to transport and release to novel environments?,"Invasive species must respond appropriately to novel habitats as they expand their ranges. The degree of habitat novelty is likely to be the highest immediately following human-mediated range-expansion, which can move an individual very large distances beyond its home range within a short space of time. How does translocation affect those critically important initial colonists? We collected cane toads (Rhinella marina) in eastern Australia in heath and woodland habitats, simulated either short-distance or long-distance transport (level of transport stress) and then either returned toads to their exact collection point or reciprocally translocated them to a novel site. Following release, we radio-tracked toads for 5 days and recorded their shelter types and microhabitat use daily. We also examined the thermal and hydric conditions experienced by toads and tested if prey intake, stomach mass and body condition of translocated toads differed from those of resident conspecifics. Translocated toads used different types of diurnal shelters, were more exposed by day and experienced higher diurnal temperatures (but not more desiccating conditions). Analysis of stomach contents indicated that translocation per se did not reduce feeding rates, nor reduce body condition. However, toads exposed to higher transport stress (simulating long-distance displacement) exhibited changes to body condition and hydric balance. Shifts in toad shelter site use induced by translocation may increase the toads' visibility to diurnal predators, thereby reducing toad survival but also exacerbating the ecological impact of toads during the initial phase of post-translocation dispersal. Significance statement Each stage of the invasion process poses unique challenges for invading taxa, and very few species possess the full suite of behavioural, physiological or morphological traits required to pass through all stages of the invasion pathway. Although the study of invasion biology has grown exponentially, most research has focused on the determinants of invasion success during the later stages of establishment and spread, neglecting the earlier stages of transport and introduction. Understanding how species respond to all stages of the invasion process can clarify the non-random traits that allow certain species to become successful invaders.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S052,Moran_2021,https://openalex.org/W2051787103,Repeated stressor exposure enhances contextual fear memory in a beta-adrenergic receptor-dependent process and increases impulsivity in a non-beta receptor-dependent fashion,"Memory formation is promoted by stress via the release of norepinephrine and stimulation of beta-adrenergic receptors (β-ARs). Previous data demonstrate that repeated stressor exposure increases norepinephrine turnover and β-AR signaling within the amygdala, which led to the hypothesis that some stress-induced behavioral changes are likely due to facilitated associative learning. To test this, Fischer rats were exposed to chronic mild stress for four days. On day 5, subjects (including non-stressed controls) were injected with the beta-blocker propranolol or vehicle prior to conditioning in an operant box (animals receive two mild foot shocks) or passive avoidance apparatus (animals received a foot shock upon entry into the dark chamber). Twenty-four hours later, subjects were returned to the operant box for measurement of freezing or returned to the passive avoidance apparatus for measurement of latency to enter the dark chamber. Subjects were also tested in an open field to assess context-independent anxiety-like behavior. Animals exposed to chronic stress showed significantly more freezing behavior in the operant box than did controls, and this exaggerated freezing was blocked by propranolol during the conditioning trial. There was no effect of stress on behavior in the open field. Unexpectedly, retention latency was significantly reduced in subjects exposed to chronic stress. These results indicate that chronic exposure to stress results in complex behavioral changes. While repeated stress appears to enhance the formation of fearful memories, it also results in behavioral responses that resemble impulsive behaviors that result in poor decision-making.",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
S053,Moran_2021,https://openalex.org/W2054857756,"Territoriality, Vegetation Complexity, and Biological Control: The Case for Spiders","We constructed a model of territoriality relating the probability of starvation in a nonstationary, variable environment to the costs and benefits of feeding, defense, and exploration and their variances. The model suggests that survival in a territory increases with increasing food abundance and with decreasing defense and exploration costs. Territoriality, a risk-averse behavior, is favored when an animal's net expected energy balance is positive (see also Stephens 1981). When the expected energy balance is negative, risk-prone behavior, abandoning the territory to become a marginal or floater, is appropriate. This result generalizes that of Stephens (1981) to the more general circumstances of nonstationary random environments. Our model allows discussion of the impact of habitat diversity on the density of territorial animals and on the control of pest populations. By stabilizing the variance of herbivore abundance, greater crop diversity should increase both survival and packing of the herbivore's ter...",hr,"Comparison: Adequate nutritional status, Normal nutrition, Food security; Comparison: adequate nutritional status, normal BMI, well-nourished controls; Exposure: Malnutrition, Undernutrition, Overnutrition; Outcome: Risk-taking behavior, Impulsivity, Substance use; Population: Humans, Adults, Adoles",0,2,True
