dataset,record_id,model_id,element_key,element_group,model_obs,truth_label,source
Appenzeller-Herzog_2019,https://openalex.org/W2152511204,kimi-k2,population,population_like,unclear,match,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2152511204,kimi-k2,study_design,study_design,unclear,match,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2152511204,llama4-maverick,intervention,topic_like,unclear,mismatch,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2152511204,llama4-maverick,population,population_like,unclear,match,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2152511204,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,deepseek-v3,intervention,topic_like,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,deepseek-v3,population,population_like,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,deepseek-v3,study_design,study_design,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,qwen3,intervention,topic_like,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,qwen3,population,population_like,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,qwen3,study_design,study_design,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,kimi-k2,intervention,topic_like,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,kimi-k2,population,population_like,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,kimi-k2,study_design,study_design,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,llama4-maverick,intervention,topic_like,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,llama4-maverick,population,population_like,unclear,unclear,hr_sample
Appenzeller-Herzog_2019,https://openalex.org/W2086306720,llama4-maverick,study_design,study_design,unclear,unclear,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,deepseek-v3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,qwen3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,kimi-k2,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,llama4-maverick,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2536016190,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,deepseek-v3,study_design,study_design,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,qwen3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,qwen3,study_design,study_design,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,kimi-k2,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,kimi-k2,study_design,study_design,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2097814478,llama4-maverick,study_design,study_design,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,deepseek-v3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,qwen3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,kimi-k2,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,llama4-maverick,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2044059222,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,deepseek-v3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,qwen3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,kimi-k2,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,llama4-maverick,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1984222977,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,qwen3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,kimi-k2,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2145588251,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,deepseek-v3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,qwen3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,kimi-k2,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,llama4-maverick,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2024072460,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,deepseek-v3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,qwen3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,kimi-k2,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,llama4-maverick,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2066913399,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,deepseek-v3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,qwen3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,kimi-k2,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,llama4-maverick,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2188367001,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,qwen3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,kimi-k2,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2079008625,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,deepseek-v3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,qwen3,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,kimi-k2,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,llama4-maverick,population,population_like,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1996693130,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,qwen3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,kimi-k2,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W1981812147,llama4-maverick,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,deepseek-v3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,deepseek-v3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,qwen3,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,qwen3,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,qwen3,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,kimi-k2,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,kimi-k2,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,kimi-k2,study_design,study_design,unclear,match,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,llama4-maverick,index_factor,topic_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
van_de_Schoot_2018,https://openalex.org/W2134587054,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2560119144,deepseek-v3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2560119144,deepseek-v3,population,population_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2560119144,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2560119144,qwen3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2560119144,qwen3,population,population_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2560119144,qwen3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2560119144,kimi-k2,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2560119144,kimi-k2,population,population_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2560119144,kimi-k2,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2560119144,llama4-maverick,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2560119144,llama4-maverick,population,population_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2560119144,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2051787103,deepseek-v3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2051787103,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2051787103,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2051787103,qwen3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2051787103,qwen3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2051787103,qwen3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2051787103,kimi-k2,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2051787103,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2051787103,kimi-k2,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2051787103,llama4-maverick,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2051787103,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2051787103,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2054857756,deepseek-v3,exposure,topic_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2054857756,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2054857756,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2054857756,qwen3,exposure,topic_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2054857756,qwen3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2054857756,qwen3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2054857756,kimi-k2,exposure,topic_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2054857756,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2054857756,kimi-k2,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2054857756,llama4-maverick,exposure,topic_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2054857756,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2054857756,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2106094754,deepseek-v3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2106094754,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2106094754,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2106094754,qwen3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2106094754,qwen3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2106094754,qwen3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2106094754,kimi-k2,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2106094754,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2106094754,kimi-k2,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2106094754,llama4-maverick,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2106094754,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2106094754,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2134682046,deepseek-v3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2134682046,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2134682046,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2134682046,qwen3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2134682046,qwen3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2134682046,qwen3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2134682046,kimi-k2,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2134682046,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2134682046,kimi-k2,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2134682046,llama4-maverick,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2134682046,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2134682046,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2769509514,deepseek-v3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2769509514,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2769509514,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2769509514,qwen3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2769509514,qwen3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2769509514,qwen3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2769509514,kimi-k2,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2769509514,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2769509514,kimi-k2,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2769509514,llama4-maverick,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2769509514,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2769509514,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W431357872,deepseek-v3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W431357872,deepseek-v3,population,population_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W431357872,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W431357872,qwen3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W431357872,qwen3,population,population_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W431357872,qwen3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W431357872,kimi-k2,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W431357872,kimi-k2,population,population_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W431357872,kimi-k2,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W431357872,llama4-maverick,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W431357872,llama4-maverick,population,population_like,unclear,match,hr_sample
Moran_2021,https://openalex.org/W431357872,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2163614167,deepseek-v3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2163614167,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2163614167,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2163614167,qwen3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2163614167,qwen3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2163614167,qwen3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2163614167,kimi-k2,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2163614167,kimi-k2,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2163614167,kimi-k2,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2163614167,llama4-maverick,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2163614167,llama4-maverick,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2163614167,llama4-maverick,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2795184290,deepseek-v3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2795184290,deepseek-v3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2795184290,deepseek-v3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2795184290,qwen3,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2795184290,qwen3,population,population_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2795184290,qwen3,study_design,study_design,unclear,match,hr_sample
Moran_2021,https://openalex.org/W2795184290,kimi-k2,exposure,topic_like,unclear,mismatch,hr_sample
Moran_2021,https://openalex.org/W2795184290,kimi-k2,population,population_like,unclear,mismatch,hr_sample
