dataset,record_id,true_label,p_include,b1_lexical_score,openalex_found,openalex_source,work_type,publication_year,metadata_score,citation_oracle_seed_score,citation_related_seed_overlap,citation_referenced_seed_overlap,citation_count_score,referenced_works_count,related_works_count,metadata_term_count
Chou_2003,https://openalex.org/W2402661466,0,0.010558681412740743,0.04440622035465305,True,cache,article,1996,0.0025359177001042787,0,0,0,13.0,15,10,43
Chou_2003,https://openalex.org/W2155596369,0,0.010558681412740743,0.0625218108239951,True,cache,article,1995,0.018931600409124213,0,0,0,111.0,7,10,252
Chou_2003,https://openalex.org/W2077990975,0,0.010558782389490338,0.05503604945760695,True,cache,letter,2003,-0.0022299247112878007,0,0,0,61.0,10,10,109
van_der_Waal_2022,https://openalex.org/W2754495680,1,0.015862382710772456,0.19520928663510267,True,cache,article,2017,-0.025208391252021206,1,0,1,33.0,31,10,176
van_der_Waal_2022,https://openalex.org/W1978275750,1,0.0010900723220077725,0.19508423937791303,True,cache,article,2015,0.010319381078478795,0,0,0,21.0,42,10,152
van_der_Waal_2022,https://openalex.org/W2565759034,1,0.015861998615439184,0.1806552727391792,True,cache,article,2016,0.050076546274484185,1,0,1,32.0,36,10,255
van_der_Waal_2022,https://openalex.org/W1981637939,1,0.0010900723220077725,0.16460742328023742,True,cache,article,2014,0.06577874592613792,0,0,0,63.0,33,10,135
van_der_Waal_2022,https://openalex.org/W1990677988,1,0.029788572334966887,0.093876820343639,True,cache,article,2013,0.028053682647156547,0,0,0,79.0,36,10,215
van_der_Waal_2022,https://openalex.org/W1514161468,1,0.015862382710772456,0.23638987562645356,True,cache,article,2013,-0.019386760035562084,0,0,0,46.0,41,10,127
van_der_Waal_2022,https://openalex.org/W2029503514,0,0.01586228668609396,0.16127729618105344,True,cache,article,2009,0.012907885673843045,0,0,0,57.0,14,10,275
van_der_Waal_2022,https://openalex.org/W2887809138,0,0.01586084638353657,0.02865758940719674,True,cache,article,2018,-0.01238643848074291,0,0,0,107.0,62,10,79
van_der_Waal_2022,https://openalex.org/W1934374913,0,0.015862382710772456,-0.009065043085231476,True,cache,review,2015,0.0017690405707579057,0,0,0,25.0,16,10,321
van_der_Waal_2022,https://openalex.org/W2093194558,0,0.01586228668609396,-0.015327091282225539,True,cache,review,2008,-0.026679065122243814,0,0,0,296.0,90,10,149
van_der_Waal_2022,https://openalex.org/W2768895481,0,0.015861782565776097,0.1161011151651411,True,cache,review,2017,0.036688007768920436,0,0,0,54.0,37,10,153
van_der_Waal_2022,https://openalex.org/W3003134945,0,0.015862166656038196,0.05832439882616929,True,cache,article,2020,-0.003000809013642594,0,0,0,55.0,55,10,192
van_der_Waal_2022,https://openalex.org/W2029482052,0,0.015862166656038196,0.013362654706388841,True,cache,article,2015,0.014054627135841519,0,0,0,10.0,53,10,115
van_der_Waal_2022,https://openalex.org/W3032267780,0,0.015862382710772456,0.010593796936046,True,cache,article,2020,0.010955007627578865,0,0,0,42.0,66,10,33
van_der_Waal_2022,https://openalex.org/W3097490979,0,0.015862382710772456,-0.020712709175301332,True,cache,article,2020,-0.02310484865298544,0,0,0,45.0,29,10,183
van_der_Waal_2022,https://openalex.org/W2980875203,0,0.015862358704550012,0.18313998834642456,True,cache,article,2019,0.020647797589696038,0,0,0,13.0,21,10,108
Smid_2020,https://openalex.org/W1984862890,1,0.028737086792897597,0.05534978553826274,True,cache,article,2000,-0.018625558041563864,0,0,0,199.0,20,10,63
Smid_2020,https://openalex.org/W1971638368,1,0.011614062202975253,0.09672862913520255,True,cache,article,2012,-0.0024844867614727817,0,0,0,38.0,29,10,82
Smid_2020,https://openalex.org/W2755730676,1,0.00135355083697544,0.21784168880918142,True,cache,article,2017,0.010346181132290397,4,0,4,127.0,47,10,97
Smid_2020,https://openalex.org/W2166224031,0,0.0013535801377396936,0.06646878318336023,True,cache,article,2014,0.004456316322264509,0,0,0,14.0,60,10,59
Smid_2020,https://openalex.org/W2587597800,0,0.0013535057601107886,0.0611547448899665,True,cache,article,2017,0.012881954199890952,0,0,0,12.0,37,10,37
Smid_2020,https://openalex.org/W1880117134,0,0.0013534787147100656,0.07020758914262563,True,cache,article,2008,0.06832665194189022,0,0,0,64.0,39,10,84
Smid_2020,https://openalex.org/W2002164054,0,0.0013535801377396936,0.07974432179796895,True,cache,article,2012,0.05057183676812323,0,0,0,16.0,41,10,71
Smid_2020,https://openalex.org/W1973443859,0,0.0013534787147100656,0.07420569075041743,True,cache,article,2003,0.024448954825672074,0,0,0,114.0,28,10,70
Smid_2020,https://openalex.org/W2101826094,0,0.03302223078638233,0.09051064169794906,True,cache,article,2011,0.014832122829019107,0,0,0,37.0,105,10,89
Smid_2020,https://openalex.org/W2016377072,0,0.0013535057601107886,-0.030674217976918133,True,cache,article,1972,-0.021510421071101446,0,0,0,4849.0,35,10,89
Smid_2020,https://openalex.org/W2034712399,0,0.0013534787147100656,0.05053866355482847,True,cache,article,1989,-0.0027475830706767818,0,0,0,171.0,14,10,53
Smid_2020,https://openalex.org/W2314370049,0,0.001353526044514753,0.11054139960363336,True,cache,article,2007,-0.007560541852020972,0,0,0,32.0,44,10,54
Smid_2020,https://openalex.org/W2019605848,0,0.0013534787147100656,0.19515154777087232,True,cache,article,2009,0.00824313889425174,0,0,0,230.0,58,10,147
Muthu_2021,https://openalex.org/W2314625554,1,0.01099973745025532,0.112821961774886,True,cache,article,2015,0.027312524187190046,0,0,0,36.0,50,10,79
Muthu_2021,https://openalex.org/W1971967018,1,0.011030627993492921,0.04152755707074484,True,cache,article,2014,0.03143328311511201,0,0,0,2.0,6,10,205
Muthu_2021,https://openalex.org/W2569136341,1,0.011024001369941862,0.04819467659366191,True,cache,article,2016,0.0065204050723177,0,0,0,0.0,0,10,87
Muthu_2021,https://openalex.org/W2011922368,1,0.01102952328294614,0.0667827824595374,True,cache,review,2013,0.013669246199871352,6,0,6,76.0,42,10,197
Muthu_2021,https://openalex.org/W2326387656,1,0.01102952328294614,0.0372225089100574,True,cache,article,2016,-0.0013755589391207107,0,0,0,23.0,39,10,246
Muthu_2021,https://openalex.org/W2982681481,1,0.01102952328294614,0.06852594018105916,True,cache,article,2018,0.007028435101072941,0,0,0,16.0,24,10,245
Muthu_2021,https://openalex.org/W2057373596,1,0.011027314189764922,0.06215475606022709,True,cache,article,2015,0.013840426558851093,0,0,0,20.0,20,10,254
Muthu_2021,https://openalex.org/W1943622456,1,0.011030627993492921,0.056507024747292675,True,cache,article,2015,-0.006025016775017933,0,0,0,34.0,29,10,243
Muthu_2021,https://openalex.org/W2035935211,1,0.01103021371422995,0.0642222122699623,True,cache,article,2006,0.023759920497381716,0,0,0,154.0,39,10,228
Muthu_2021,https://openalex.org/W2327406862,1,0.01103021371422995,0.06481084272254023,True,cache,article,2015,0.018725485823491907,0,0,0,65.0,41,10,288
Muthu_2021,https://openalex.org/W1989096197,0,0.011030766089995892,0.02223131247921691,True,cache,article,2000,0.011534514780090939,0,0,0,139.0,40,10,239
Muthu_2021,https://openalex.org/W2083897660,0,0.011030766089995892,0.03912284491360403,True,cache,article,2013,0.005255573570267409,0,0,0,82.0,30,10,281
Muthu_2021,https://openalex.org/W2162691489,0,0.011030766089995892,0.02089568945148359,True,cache,article,2001,0.010428274435147898,0,0,0,23.0,11,10,127
Muthu_2021,https://openalex.org/W2299328516,0,0.011027314189764922,0.10312088003260252,True,cache,article,2002,-0.0034959969004319524,0,0,0,15.0,0,10,223
Muthu_2021,https://openalex.org/W1979961426,0,0.011030766089995892,0.02610649976793598,True,cache,article,2014,-0.00044665597100876364,0,0,0,71.0,21,10,130
Muthu_2021,https://openalex.org/W2034473400,0,0.011030766089995892,0.03063352782027473,True,cache,article,2005,0.00017734672124286588,0,0,0,102.0,29,10,205
Muthu_2021,https://openalex.org/W1992077449,0,0.01102952328294614,0.0007403091772680212,True,cache,article,2011,-0.006658548940621886,0,0,0,38.0,53,10,207
Muthu_2021,https://openalex.org/W2048534628,0,0.011028556750877789,0.005171539959902775,True,cache,article,2001,0.0084572492133963,0,0,0,44.0,11,10,102
Muthu_2021,https://openalex.org/W2168733054,0,0.011021931357325734,0.07468022779663733,True,cache,article,2003,-0.0056506917931384015,1,0,1,127.0,22,10,200
Muthu_2021,https://openalex.org/W1991103143,0,0.011030766089995892,0.0004632011416079197,True,cache,article,2004,-0.019296537483059838,0,0,0,172.0,32,10,140
Appenzeller-Herzog_2019,https://openalex.org/W1534330089,1,0.011226392519145943,0.12799047529027632,True,cache,article,2012,0.04950876979375761,2,0,2,18.0,28,10,218
Appenzeller-Herzog_2019,https://openalex.org/W2141060691,1,0.011226462129407814,0.1762447492129749,True,cache,article,2006,0.05341614286578063,0,0,0,619.0,36,10,260
Appenzeller-Herzog_2019,https://openalex.org/W122745426,1,0.0009340159665856807,0.03096072053571653,True,cache,article,1973,0.03976614647221511,0,0,0,31.0,0,10,134
Appenzeller-Herzog_2019,https://openalex.org/W2161382529,1,0.011226462129407814,0.10643934433348956,True,cache,article,2009,0.03917161423035359,1,0,1,53.0,34,10,146
Appenzeller-Herzog_2019,https://openalex.org/W2906450930,1,0.011226392519145943,0.13061391199604852,True,cache,article,2018,0.021299325687095555,0,0,0,16.0,0,10,167
Appenzeller-Herzog_2019,https://openalex.org/W1563368366,1,0.012306440918273572,0.054516869884037075,True,cache,article,2010,0.04276809383612473,3,0,3,144.0,35,10,311
Appenzeller-Herzog_2019,https://openalex.org/W2015443313,1,0.011226895269454504,0.07097310718114772,True,cache,article,2010,0.03835222217413799,3,0,3,60.0,32,10,264
Appenzeller-Herzog_2019,https://openalex.org/W2415851885,1,0.011226299706123108,0.05596392448922997,True,cache,review,1968,0.03317803457872677,0,0,0,12.0,59,10,173
Appenzeller-Herzog_2019,https://openalex.org/W2026996728,1,0.01122720466525379,0.12874125507386602,True,cache,article,2004,0.02081949582335088,0,0,0,59.0,0,10,168
Appenzeller-Herzog_2019,https://openalex.org/W1525689595,1,0.011226299706123108,0.2666990052124757,True,cache,article,2015,0.01341426974725106,6,0,6,153.0,43,10,188
Appenzeller-Herzog_2019,https://openalex.org/W1988934234,0,0.011227042231414755,0.17009923156940593,True,cache,article,1991,0.05032714036456226,0,0,0,305.0,27,10,148
Appenzeller-Herzog_2019,https://openalex.org/W2471191767,0,0.011226299706123108,0.03336169831821889,True,cache,article,1998,-0.0029662947662346395,0,0,0,0.0,0,10,168
Appenzeller-Herzog_2019,https://openalex.org/W1966598746,0,0.011226392519145943,0.06347489465800493,True,cache,article,2013,0.044594784168637214,2,0,2,16.0,17,10,181
Appenzeller-Herzog_2019,https://openalex.org/W2403776002,0,0.011226268768616375,-0.060248866933097146,True,cache,article,1993,-0.02616764258252948,0,0,0,1.0,0,10,161
Appenzeller-Herzog_2019,https://openalex.org/W2398046618,0,0.011226338378124331,0.035994807245834495,True,cache,article,1984,0.006512495219885457,0,0,0,1.0,0,10,133
Appenzeller-Herzog_2019,https://openalex.org/W2783985141,0,0.011226268768616375,0.022478617462957116,True,cache,review,2018,-0.024901838159816947,0,0,0,174.0,136,10,190
Appenzeller-Herzog_2019,https://openalex.org/W2049681146,0,0.011226268768616375,-0.02264647039690056,True,cache,review,2005,-0.012325312233226915,0,0,0,289.0,65,10,304
Appenzeller-Herzog_2019,https://openalex.org/W2140078554,0,0.01122720466525379,0.06337306887135835,True,cache,article,2009,0.020503500862207334,0,0,0,64.0,69,10,127
Appenzeller-Herzog_2019,https://openalex.org/W2101940067,0,0.011226338378124331,0.15839437193084788,True,cache,article,2002,0.03786673136316163,0,0,0,14.0,2,10,90
Appenzeller-Herzog_2019,https://openalex.org/W253822838,0,0.011226299706123108,-0.0021141661917294177,True,cache,article,1984,-0.010393650319928525,0,0,0,51.0,0,10,128
Wolters_2018,https://openalex.org/W2084970815,1,0.005036240000618107,0.18483550781579167,True,cache,article,2006,-0.026748129215261124,0,0,0,292.0,56,10,208
Wolters_2018,https://openalex.org/W2137736331,1,0.005033599194317003,0.1585606299091886,True,cache,article,2013,0.015220267842335253,0,0,0,28.0,40,10,189
Wolters_2018,https://openalex.org/W180957169,1,0.005033599194317003,0.08929474947479377,True,cache,article,2003,0.007140772985175264,0,0,0,18.0,0,10,194
Wolters_2018,https://openalex.org/W2051064550,1,0.005033423188977715,0.13527824867865684,True,cache,article,2011,0.025002867782225047,1,0,1,356.0,39,10,218
Wolters_2018,https://openalex.org/W2074874117,1,0.005035007454888666,0.13798250950960878,True,cache,article,2015,0.03082659555005801,1,0,1,163.0,53,10,185
Wolters_2018,https://openalex.org/W2167487379,1,0.005033599194317003,0.2393175521381809,True,cache,article,2004,0.04251805533205197,0,0,0,531.0,56,10,211
Wolters_2018,https://openalex.org/W2201563543,1,0.005037825138055477,0.03496953899957017,True,cache,article,2015,-0.015843977572235116,1,0,1,3.0,14,10,28
Wolters_2018,https://openalex.org/W842083477,1,0.005036240000618107,0.21240481633309255,True,cache,article,2015,0.02645814719621059,1,0,1,63.0,42,10,347
Wolters_2018,https://openalex.org/W2098151967,1,0.005035007454888666,0.1744489456409586,True,cache,article,1996,0.06338791675108024,0,0,0,52.0,34,10,175
Wolters_2018,https://openalex.org/W2017257387,1,0.005034127246643691,0.14365510545116741,True,cache,article,2005,0.06703560369929695,0,0,0,57.0,29,10,217
Wolters_2018,https://openalex.org/W2128601008,0,0.005034127246643691,0.11875805436824519,True,cache,article,2008,0.1008555813006008,0,0,0,59.0,26,10,390
Wolters_2018,https://openalex.org/W2023282868,0,0.005039763194112267,-0.039647755277309904,True,cache,letter,2002,-0.03170273882566206,0,0,0,11.0,7,10,156
Wolters_2018,https://openalex.org/W4237660272,0,0.005034127246643691,0.027853573012503394,True,cache,article,2006,0.022324895023899786,0,0,0,0.0,0,10,34
Wolters_2018,https://openalex.org/W2589535334,0,0.005035007454888666,0.000857397109348252,True,cache,article,2017,-0.059398381405971694,0,0,0,43.0,39,10,133
Wolters_2018,https://openalex.org/W2417587966,0,0.005033599194317003,0.012091537017719797,True,cache,article,1982,-0.00435042221246186,0,0,0,4.0,23,10,157
Wolters_2018,https://openalex.org/W1489728454,0,0.005033423188977715,0.06895449464940906,True,cache,review,2012,0.020492899928660158,0,0,0,0.0,8,10,135
Wolters_2018,https://openalex.org/W2808944563,0,0.005033423188977715,0.08259402349816108,True,cache,article,2014,0.016676809118934013,0,0,0,1.0,0,0,21
Wolters_2018,https://openalex.org/W85910960,0,0.005034127246643691,0.11743303377476792,True,cache,article,2002,-0.0055653495292248,0,0,0,139.0,0,10,231
Wolters_2018,https://openalex.org/W2037583987,0,0.005033423188977715,0.011409847870827734,True,cache,article,2010,0.058151111774820415,0,0,0,170.0,42,10,123
Wolters_2018,https://openalex.org/W1976726807,0,0.005033423188977715,0.11769478332898667,True,cache,review,2009,0.034863748278258874,0,0,0,73.0,37,10,223
van_de_Schoot_2018,https://openalex.org/W1848156165,1,0.010547410268283505,0.09570800198539917,True,cache,article,2015,0.0004599304801159998,1,0,1,21.0,52,10,213
van_de_Schoot_2018,https://openalex.org/W1448877352,1,0.010547410268283505,0.09273468232121362,True,cache,article,2015,0.04811285477756777,6,0,6,79.0,71,10,162
van_de_Schoot_2018,https://openalex.org/W2032412255,1,0.01054733388054287,0.11390376380269845,True,cache,article,2011,0.025898638097394053,3,0,3,30.0,35,10,110
van_de_Schoot_2018,https://openalex.org/W2070289918,1,0.010547389898166015,0.1459442960582661,True,cache,article,2014,0.024793394657407486,7,0,7,83.0,74,10,153
van_de_Schoot_2018,https://openalex.org/W2100044325,1,0.010547415360818942,0.1297365854828173,True,cache,article,2010,0.03571924375513019,1,0,1,156.0,49,10,160
van_de_Schoot_2018,https://openalex.org/W1991849973,1,0.010547410268283505,0.1059955750106342,True,cache,article,2014,0.02586333613071691,2,0,2,32.0,39,10,195
van_de_Schoot_2018,https://openalex.org/W2056927632,1,0.01054737462060334,0.16587137042537142,True,cache,article,2004,0.013782105263603572,0,0,0,157.0,29,10,145
van_de_Schoot_2018,https://openalex.org/W2056933155,1,0.010547410268283505,0.12097268469110045,True,cache,article,2015,0.00873402966955418,4,0,4,226.0,39,10,167
van_de_Schoot_2018,https://openalex.org/W2075344639,1,0.010547415360818942,0.05196774792907155,True,cache,article,2013,0.012085402715061457,2,0,2,186.0,55,10,35
van_de_Schoot_2018,https://openalex.org/W1834163696,1,0.010547415360818942,0.07075186110510993,True,cache,article,2015,-0.004643949537273692,1,0,1,65.0,33,10,279
van_de_Schoot_2018,https://openalex.org/W244483461,0,0.010547417058331279,0.008364930069922715,True,cache,article,1996,-0.006966734670241559,0,0,0,42.0,12,10,199
van_de_Schoot_2018,https://openalex.org/W2395220514,0,0.010547410268283505,0.0555095897527476,True,cache,article,2014,0.020189862517696944,0,0,0,21.0,32,10,223
van_de_Schoot_2018,https://openalex.org/W2270365872,0,0.010547410268283505,0.05544696613188292,True,cache,article,2009,0.021360110754121323,0,0,0,9.0,19,20,139
van_de_Schoot_2018,https://openalex.org/W2013130170,0,0.010547415360818942,0.015252306718750618,True,cache,article,2009,0.02086546047228567,0,0,0,148.0,24,10,169
van_de_Schoot_2018,https://openalex.org/W2314458273,0,0.010547410268283505,0.07058499771304334,True,cache,article,1999,0.00045370043168253826,0,0,0,15.0,16,10,195
van_de_Schoot_2018,https://openalex.org/W2017613199,0,0.010547410268283505,0.0459961405390034,True,cache,article,2014,0.004164423349000947,0,0,0,37.0,53,10,58
van_de_Schoot_2018,https://openalex.org/W2042355083,0,0.010547410268283505,0.0963798572386636,True,cache,review,2005,0.020247933379699143,0,0,0,386.0,75,10,229
van_de_Schoot_2018,https://openalex.org/W2004381330,0,0.010547410268283505,0.041406533070822475,True,cache,article,2015,-0.017878600623614432,0,0,0,15.0,75,10,116
van_de_Schoot_2018,https://openalex.org/W1899071932,0,0.010547410268283505,0.021816150771192935,True,cache,article,2010,0.02038281233611662,0,0,0,13.0,27,20,108
van_de_Schoot_2018,https://openalex.org/W2121846834,0,0.010547417058331279,0.02512991911467431,True,cache,article,2008,-0.022265830581985405,0,0,0,37.0,64,20,176
Bos_2018,https://openalex.org/W2161291700,1,0.00998446842293333,0.0967155951576883,True,cache,article,2013,0.020601724216313233,1,0,1,55.0,55,10,221
Bos_2018,https://openalex.org/W2583393583,1,0.005012349968183714,0.13087957722571708,True,cache,article,2017,0.01517480893315204,0,0,0,25.0,9,10,270
Bos_2018,https://openalex.org/W2299650482,0,0.0015374388802028007,0.153695726826937,True,cache,article,2016,0.01620000362166857,0,0,0,63.0,45,10,242
Bos_2018,https://openalex.org/W2052696434,0,0.00501235714891404,0.03876800569432482,True,cache,article,2012,0.023250308803747843,0,0,0,8.0,19,10,184
Bos_2018,https://openalex.org/W2563548524,0,0.005012328426053571,0.056119359910755146,True,cache,review,2016,0.045910654988587776,0,0,0,141.0,29,10,165
Bos_2018,https://openalex.org/W1992251283,0,0.00501235714891404,0.10214741715141366,True,cache,article,1997,0.025313022165535895,0,0,0,123.0,68,10,197
Bos_2018,https://openalex.org/W2100803328,0,0.005012242258445772,0.1985608701694449,True,cache,article,2015,0.007727790393800449,0,0,0,21.0,29,10,241
Bos_2018,https://openalex.org/W2027188977,0,0.005012328426053571,0.12273356156477194,True,cache,article,2007,0.002067568090986016,0,0,0,164.0,39,10,169
Bos_2018,https://openalex.org/W2543734537,0,0.00501235714891404,0.11636887502153598,True,cache,article,2016,0.06644991663258357,0,0,0,10.0,50,10,219
Bos_2018,https://openalex.org/W2142185053,0,0.00501235714891404,0.09899115468344055,True,cache,article,2007,0.06098726712794246,0,0,0,217.0,34,10,157
Bos_2018,https://openalex.org/W2092098886,0,0.005012349968183714,0.07945626185412392,True,cache,article,2014,0.08234008837608892,0,0,0,48.0,47,10,191
Bos_2018,https://openalex.org/W1992798117,0,0.005012098649011521,0.2004868078652166,True,cache,article,2015,0.07775539518362082,0,0,0,19.0,74,10,357
Moran_2021,https://openalex.org/W2903635703,1,0.010442973557145926,-0.024056171716456454,True,cache,review,2018,-0.026198428582772555,0,0,0,420.0,146,10,280
Moran_2021,https://openalex.org/W2900100701,1,0.010449017455377293,0.00978036859500643,True,cache,article,2018,0.013383009930354323,0,0,0,15.0,175,10,240
Moran_2021,https://openalex.org/W2891532175,1,0.010442973557145926,-0.04163782347351719,True,cache,article,2018,-0.012480969900128234,0,0,0,91.0,68,10,68
Moran_2021,https://openalex.org/W2901638986,1,0.010442973557145926,-0.03354888359440657,True,cache,article,2018,0.0012084545370251235,0,0,0,11.0,94,10,41
Moran_2021,https://openalex.org/W2068717875,1,0.010443466807138802,-0.053441742001332934,True,cache,article,2009,-0.019737183265725093,0,0,0,153.0,392,10,60
Moran_2021,https://openalex.org/W2904183492,1,0.010442973557145926,-0.03531755185239937,True,cache,article,2018,-0.006909843453055672,0,0,0,144.0,36,10,231
Moran_2021,https://openalex.org/W2321290437,1,0.010443466807138802,-0.027784785520104827,True,cache,article,2014,-0.000360685642266316,0,0,0,0.0,217,10,50
Moran_2021,https://openalex.org/W4214847068,1,0.010442973557145926,-0.05311586239338418,True,cache,article,2013,-0.0037413108447290483,0,0,0,6.0,34,10,43
Moran_2021,https://openalex.org/W2907845546,1,0.010442973557145926,-0.053044928527357024,True,cache,article,2018,-0.01312769763278085,0,0,0,11.0,50,20,41
Moran_2021,https://openalex.org/W2808836151,1,0.010442973557145926,-0.10923841270791124,True,cache,review,2018,-0.0032567257478392023,0,0,0,19.0,165,10,135
Moran_2021,https://openalex.org/W2475091282,0,0.01044741363562598,-0.005542785736832895,True,cache,article,2016,-0.00309062946478926,0,0,0,68.0,34,10,210
Moran_2021,https://openalex.org/W2122778052,0,0.010442973557145926,-0.015210958433243884,True,cache,article,2009,-0.017308447202994588,0,0,0,33.0,66,10,53
Moran_2021,https://openalex.org/W2030307471,0,0.010442973557145926,-0.026993895734616538,True,cache,article,1975,-0.023002761757458648,0,0,0,608.0,12,10,165
Moran_2021,https://openalex.org/W2059097231,0,0.010443096867486228,-0.061786374298379645,True,cache,article,2001,-0.0060185548844047185,0,0,0,49.0,66,10,47
Moran_2021,https://openalex.org/W2119422035,0,0.010442973557145926,-0.024725957264640955,True,cache,article,2003,-0.01485501832451079,0,0,0,69.0,75,10,69
Moran_2021,https://openalex.org/W2911796851,0,0.010443096867486228,0.032053035851016376,False,cache,,,nan,nan,,,nan,,,
Moran_2021,https://openalex.org/W2099917172,0,0.010442973557145926,0.010218523867327585,True,cache,article,2007,0.015831587448377468,0,0,0,201.0,65,10,312
Moran_2021,https://openalex.org/W3082553423,0,0.010442973557145926,-0.031363919131949566,False,cache,,,nan,nan,,,nan,,,
Moran_2021,https://openalex.org/W2087426641,0,0.010443466807138802,-0.04298548773244201,True,cache,article,2007,-0.04172883757983532,0,0,0,51.0,21,10,83
Moran_2021,https://openalex.org/W1985491724,0,0.010443466807138802,-0.010916633921206224,True,cache,article,2011,0.018701976828445516,0,0,0,42.0,148,10,191
Leenaars_2019,https://openalex.org/W2088367343,1,0.014046796628833591,0.41441919707891145,True,cache,article,2002,0.0626623847031576,2,2,0,92.0,62,10,86
Leenaars_2019,https://openalex.org/W2042513904,1,0.014046796628833591,0.23064561276889656,True,cache,article,2012,0.05912729528917225,2,0,2,58.0,54,10,458
Leenaars_2019,https://openalex.org/W2071576115,1,0.014046796628833591,0.4849656589566842,True,cache,article,1997,0.11662027005788174,1,1,0,255.0,48,10,186
Leenaars_2019,https://openalex.org/W2288655185,1,0.014046796628833591,0.3546023055455671,True,cache,article,2015,0.04502123735177989,0,0,0,20.0,24,10,211
Leenaars_2019,https://openalex.org/W2062883133,1,0.0015374388802028007,0.4563991835847333,True,cache,article,2005,0.08125023896405321,0,0,0,321.0,46,10,185
Leenaars_2019,https://openalex.org/W2022726353,1,0.014047118394000408,0.46345000403941705,True,cache,article,2011,0.09798187710853179,3,1,2,57.0,65,10,234
Leenaars_2019,https://openalex.org/W1975946002,1,0.014046796628833591,0.34808272753381675,True,cache,article,2012,0.07797375427154284,4,0,4,52.0,71,10,211
Leenaars_2019,https://openalex.org/W2055656488,1,0.014046796628833591,0.5140401279383797,True,cache,article,2006,0.09383537447671245,1,1,0,53.0,25,10,151
Leenaars_2019,https://openalex.org/W2024775541,1,0.014046796628833591,0.3895010262639228,True,cache,article,1997,0.07172128314249546,0,0,0,30.0,15,10,125
Leenaars_2019,https://openalex.org/W2064915622,1,0.014046796628833591,0.1694826511382493,True,cache,article,2004,0.07204282482309282,1,0,1,79.0,28,10,165
Leenaars_2019,https://openalex.org/W2086286943,0,0.01404678322210887,0.050111568781214824,True,cache,article,1993,-0.0033708974630284744,0,0,0,76.0,67,10,276
Leenaars_2019,https://openalex.org/W2043806993,0,0.01404678322210887,0.08806291237614267,True,cache,article,1993,0.012538966290221533,0,0,0,81.0,21,10,190
Leenaars_2019,https://openalex.org/W2120534405,0,0.01404678322210887,-0.03933994342112215,True,cache,article,2005,-0.04899687735443811,0,0,0,54.0,42,10,388
Leenaars_2019,https://openalex.org/W2009090011,0,0.01404678322210887,0.04297663107151402,True,cache,article,2014,-0.037047595200094985,0,0,0,6.0,34,10,251
Leenaars_2019,https://openalex.org/W2063981466,0,0.01404678322210887,0.0638903853714201,True,cache,article,1998,-0.005236108838109141,0,0,0,22.0,32,10,175
Leenaars_2019,https://openalex.org/W2007893260,0,0.01404678322210887,0.0033752145241773036,True,cache,article,2014,-0.010949300208619048,0,0,0,24.0,68,10,193
Leenaars_2019,https://openalex.org/W1497774408,0,0.01404678322210887,0.04228348543809991,True,cache,article,1996,-0.029380290685803195,0,0,0,6.0,0,10,135
Leenaars_2019,https://openalex.org/W1966449636,0,0.014046796628833591,0.072691730867086,True,cache,article,2013,0.003927963614606143,0,0,0,172.0,65,10,443
Leenaars_2019,https://openalex.org/W1969014857,0,0.01404678322210887,0.02454298603807667,True,cache,article,2002,-0.0010446582493916917,0,0,0,21.0,15,10,271
Leenaars_2019,https://openalex.org/W2049364239,0,0.014046796628833591,0.09403484450728022,True,cache,article,2014,0.01700243748510296,0,0,0,14.0,26,10,66
Radjenovic_2013,https://openalex.org/W2123637002,0,0.03267019686428598,-0.008592340425211786,True,cache,article,2002,-0.04387034994566727,0,0,0,0.0,0,10,81
Radjenovic_2013,https://openalex.org/W2153791729,0,0.005587013697941538,0.022679197393207562,True,cache,article,2007,-0.06679613142677217,0,0,0,41.0,24,10,85
Radjenovic_2013,https://openalex.org/W1666623754,0,0.005589075175067811,0.03072507474892505,True,cache,article,2010,-0.06780932207478699,0,0,0,1.0,16,20,111
Radjenovic_2013,https://openalex.org/W1885979141,0,0.005589075175067811,0.23194700614400318,True,cache,article,2003,-0.020885004056842016,0,0,0,13.0,14,10,79
Radjenovic_2013,https://openalex.org/W3142415280,0,0.0055841288775954874,-0.005624362940122411,True,cache,article,2005,-0.026421903680023798,0,0,0,4.0,18,10,74
Radjenovic_2013,https://openalex.org/W2172147981,0,0.005590312417843213,0.03476376052762685,True,cache,article,2002,-0.04551770082584082,0,0,0,132.0,15,10,75
Radjenovic_2013,https://openalex.org/W2135693987,0,0.005588147418453964,-0.034241852613092386,True,cache,article,2002,-0.07670294753716438,0,0,0,39.0,10,10,82
Radjenovic_2013,https://openalex.org/W1879505596,0,0.005587013697941538,0.07092357562813835,True,cache,article,2002,-0.018781621695551212,0,0,0,3.0,5,10,69
Radjenovic_2013,https://openalex.org/W2118004463,0,0.005585674136058171,0.040805286690504594,True,cache,article,2002,-0.02931000231295232,0,0,0,2.0,1,10,65
Radjenovic_2013,https://openalex.org/W2119061206,0,0.005590312417843213,0.04000797280068479,True,cache,article,2004,-0.03393514094929656,0,0,0,8.0,12,10,75
Leenaars_2020,https://openalex.org/W2091732273,1,0.02021104705107551,0.12935405834589458,True,cache,article,2002,0.036733556708038434,6,2,4,733.0,20,10,241
